Shipment_ID,Order_ID,Container_No,Shipping_Date,Arrival_Date,Port,Destination_Country,Shipping_Cost,Delay_Days,Shipment_Status
SHIP01882,ORD01977,CONT11184,2024-12-02,2024-12-31,Tuticorin Port,USA,81843,0,Delivered
SHIP01883,ORD01675,CONT69977,2025-07-30,2025-08-19,Chennai Port,France,108741,10,In Transit
SHIP01884,ORD02826,CONT77022,2024-01-17,2024-02-06,Tuticorin Port,France,133288,10,Delivered
SHIP01885,ORD00325,CONT20708,2024-07-03,2024-08-07,Chennai Port,South Korea,45057,5,In Transit
SHIP01886,ORD01496,CONT75718,2024-11-12,2024-11-28,Chennai Port,South Korea,70297,4,Delivered
SHIP01887,ORD01103,CONT88932,2024-12-11,2025-01-04,Chennai Port,Spain,112609,4,In Transit
SHIP01888,ORD02217,CONT77936,2025-09-27,2025-10-18,Chennai Port,Japan,128543,10,Delivered
SHIP01889,ORD01567,CONT94079,2024-10-02,2024-11-11,Chennai Port,Germany,142066,1,Delivered
SHIP01890,ORD02483,CONT29781,2024-03-10,2024-04-11,Tuticorin Port,UK,146044,8,In Transit
SHIP01891,ORD00247,CONT18939,2024-04-03,2024-04-21,Chennai Port,China,102916,5,Delivered
SHIP01892,ORD00577,CONT91896,2024-04-18,2024-05-10,Tuticorin Port,China,145042,7,In Transit
SHIP01893,ORD00419,CONT84114,2025-11-12,2025-11-28,Tuticorin Port,Spain,73687,4,In Transit
SHIP01894,ORD00143,CONT51279,2024-08-22,2024-09-14,Tuticorin Port,China,143335,9,In Transit
SHIP01895,ORD00820,CONT50223,2025-11-27,2025-12-29,Chennai Port,UK,98679,4,Delivered
SHIP01896,ORD00022,CONT84197,2024-04-11,2024-04-27,Chennai Port,China,121194,0,In Transit
SHIP01897,ORD00974,CONT78600,2024-12-03,2024-12-27,Tuticorin Port,Germany,145832,7,In Transit
SHIP01898,ORD02821,CONT53566,2024-04-20,2024-05-31,Chennai Port,Germany,46742,10,Delivered
SHIP01899,ORD00410,CONT34402,2025-10-11,2025-11-05,Tuticorin Port,USA,54387,10,Delivered
SHIP01900,ORD00371,CONT59349,2025-11-23,2026-01-03,Chennai Port,Italy,30337,7,In Transit
SHIP01901,ORD01732,CONT67055,2024-12-30,2025-01-16,Tuticorin Port,France,55618,8,Delivered
SHIP01902,ORD01047,CONT12633,2024-11-15,2024-12-28,Chennai Port,Japan,48287,9,In Transit
SHIP01903,ORD00879,CONT75307,2025-05-03,2025-05-27,Tuticorin Port,Japan,80608,9,In Transit
SHIP01904,ORD00103,CONT77765,2024-11-25,2024-12-13,Tuticorin Port,USA,69907,5,In Transit
SHIP01905,ORD01112,CONT86218,2025-05-16,2025-06-07,Tuticorin Port,Japan,136083,3,In Transit
SHIP01906,ORD02392,CONT64609,2024-03-07,2024-04-05,Chennai Port,Germany,140332,5,Delivered
SHIP01907,ORD02430,CONT21901,2024-09-02,2024-09-23,Tuticorin Port,China,30841,2,In Transit
SHIP01908,ORD01430,CONT30954,2025-04-30,2025-05-25,Tuticorin Port,Germany,40573,2,In Transit
SHIP01909,ORD02976,CONT19231,2025-04-12,2025-05-13,Tuticorin Port,China,40183,7,In Transit
SHIP01910,ORD01243,CONT68813,2025-11-19,2025-12-07,Chennai Port,Japan,67579,3,In Transit
SHIP01911,ORD00682,CONT16489,2024-02-25,2024-03-13,Chennai Port,China,64943,2,Delivered
SHIP01912,ORD02482,CONT25805,2024-05-03,2024-05-30,Tuticorin Port,France,41292,9,In Transit
SHIP01913,ORD00243,CONT60455,2024-06-17,2024-07-22,Chennai Port,Spain,89275,5,In Transit
SHIP01914,ORD00868,CONT70206,2025-10-02,2025-11-09,Tuticorin Port,Vietnam,36613,2,In Transit
SHIP01915,ORD02218,CONT30947,2025-08-08,2025-09-01,Tuticorin Port,France,122070,3,Delivered
SHIP01916,ORD01533,CONT95905,2024-01-12,2024-01-29,Chennai Port,France,132068,10,Delivered
SHIP01917,ORD01085,CONT16962,2024-01-15,2024-02-05,Chennai Port,UK,74869,6,Delivered
SHIP01918,ORD01344,CONT71076,2025-05-05,2025-06-10,Chennai Port,China,126206,10,Delivered
SHIP01919,ORD01112,CONT13160,2024-03-14,2024-04-01,Chennai Port,Japan,34348,0,In Transit
SHIP01920,ORD00626,CONT13144,2025-01-23,2025-02-14,Chennai Port,South Korea,142723,8,Delivered
SHIP01921,ORD01388,CONT79023,2024-12-07,2024-12-22,Chennai Port,Germany,91915,10,Delivered
SHIP01922,ORD01337,CONT59051,2025-03-22,2025-04-08,Tuticorin Port,China,100296,1,In Transit
SHIP01923,ORD00771,CONT13524,2024-08-20,2024-09-23,Tuticorin Port,Spain,109882,5,Delivered
SHIP01924,ORD01834,CONT26419,2024-06-21,2024-07-21,Tuticorin Port,South Korea,101590,7,In Transit
SHIP01925,ORD02754,CONT27119,2025-03-20,2025-04-04,Tuticorin Port,France,94028,6,In Transit
SHIP01926,ORD02538,CONT58609,2025-08-21,2025-09-21,Chennai Port,UK,128746,10,In Transit
SHIP01927,ORD00205,CONT41123,2025-11-06,2025-12-11,Chennai Port,South Korea,44233,1,Delivered
SHIP01928,ORD02444,CONT99612,2025-06-08,2025-06-28,Tuticorin Port,Germany,50306,9,In Transit
SHIP01929,ORD00322,CONT64123,2025-04-01,2025-04-27,Chennai Port,Italy,53338,1,Delivered
SHIP01930,ORD01107,CONT52512,2024-05-01,2024-06-04,Tuticorin Port,Vietnam,136543,1,In Transit
SHIP01931,ORD01809,CONT94333,2024-07-31,2024-09-05,Chennai Port,China,55331,1,Delivered
SHIP01932,ORD02347,CONT56952,2024-02-17,2024-03-08,Chennai Port,France,68850,4,Delivered
SHIP01933,ORD01481,CONT65021,2025-11-09,2025-12-21,Tuticorin Port,USA,60398,8,Delivered
SHIP01934,ORD01076,CONT33994,2024-11-03,2024-12-11,Tuticorin Port,Japan,65640,9,Delivered
SHIP01935,ORD01429,CONT64636,2024-05-31,2024-06-16,Tuticorin Port,Italy,67749,3,In Transit
SHIP01936,ORD02695,CONT26253,2025-03-13,2025-04-05,Tuticorin Port,Japan,135818,9,Delivered
SHIP01937,ORD02076,CONT17628,2025-11-13,2025-12-05,Tuticorin Port,Germany,101241,8,Delivered
SHIP01938,ORD01190,CONT52873,2025-11-11,2025-12-20,Tuticorin Port,USA,36860,9,In Transit
SHIP01939,ORD02611,CONT25109,2024-10-16,2024-11-19,Chennai Port,France,107748,4,Delivered
SHIP01940,ORD01302,CONT89797,2025-05-30,2025-07-07,Chennai Port,UK,121763,4,Delivered
SHIP01941,ORD02984,CONT65847,2024-01-07,2024-01-23,Tuticorin Port,Vietnam,56376,7,In Transit
SHIP01942,ORD00223,CONT62626,2024-06-01,2024-07-04,Tuticorin Port,France,110927,2,Delivered
SHIP01943,ORD00985,CONT53192,2024-07-09,2024-08-04,Tuticorin Port,Vietnam,78073,3,In Transit
SHIP01944,ORD01627,CONT22564,2024-04-03,2024-04-25,Tuticorin Port,Vietnam,37981,3,In Transit
SHIP01945,ORD02989,CONT10572,2024-08-29,2024-09-15,Tuticorin Port,Vietnam,131878,10,Delivered
SHIP01946,ORD01030,CONT62078,2024-12-04,2024-12-19,Chennai Port,UK,62194,9,In Transit
SHIP01947,ORD01902,CONT36979,2025-02-14,2025-03-31,Tuticorin Port,Vietnam,56725,10,In Transit
SHIP01948,ORD02230,CONT70291,2024-08-06,2024-09-01,Chennai Port,Germany,92436,9,In Transit
SHIP01949,ORD01304,CONT91790,2025-04-21,2025-05-12,Chennai Port,France,59836,10,In Transit
SHIP01950,ORD02853,CONT46988,2025-01-27,2025-03-05,Tuticorin Port,USA,97332,2,Delivered
SHIP01951,ORD00677,CONT95758,2024-08-01,2024-09-05,Tuticorin Port,South Korea,79260,8,In Transit
SHIP01952,ORD01698,CONT84102,2025-06-21,2025-07-21,Tuticorin Port,UK,31279,3,Delivered
SHIP01953,ORD02571,CONT28825,2025-08-11,2025-08-31,Tuticorin Port,China,58256,9,Delivered
SHIP01954,ORD01472,CONT14525,2025-01-07,2025-02-07,Chennai Port,USA,121332,6,Delivered
SHIP01955,ORD00171,CONT49770,2024-06-06,2024-07-13,Chennai Port,South Korea,130071,9,In Transit
SHIP01956,ORD02258,CONT33513,2024-09-26,2024-10-19,Tuticorin Port,Germany,72969,5,Delivered
SHIP01957,ORD01981,CONT75186,2024-07-16,2024-08-18,Chennai Port,Japan,105506,6,Delivered
SHIP01958,ORD00137,CONT31891,2024-03-10,2024-04-17,Chennai Port,Germany,86471,0,Delivered
SHIP01959,ORD00955,CONT62059,2024-08-03,2024-08-21,Tuticorin Port,Italy,47629,6,In Transit
SHIP01960,ORD00288,CONT62919,2024-03-17,2024-04-15,Chennai Port,Spain,36297,0,In Transit
SHIP01961,ORD00489,CONT76303,2025-05-06,2025-06-01,Tuticorin Port,Japan,77252,3,Delivered
SHIP01962,ORD02764,CONT14374,2024-07-13,2024-08-09,Chennai Port,Spain,118283,6,Delivered
SHIP01963,ORD02603,CONT82352,2025-09-19,2025-10-19,Tuticorin Port,South Korea,96990,3,Delivered
SHIP01964,ORD01237,CONT37929,2024-02-01,2024-02-22,Tuticorin Port,Vietnam,144743,1,Delivered
SHIP01965,ORD01029,CONT93480,2024-09-16,2024-10-06,Tuticorin Port,Japan,42725,5,Delivered
SHIP01966,ORD01296,CONT70826,2024-03-25,2024-05-09,Tuticorin Port,Vietnam,70618,9,Delivered
SHIP01967,ORD00216,CONT59322,2024-07-11,2024-08-01,Chennai Port,USA,56676,8,In Transit
SHIP01968,ORD01566,CONT21540,2024-10-03,2024-11-11,Chennai Port,France,88298,5,In Transit
SHIP01969,ORD02214,CONT14747,2024-06-07,2024-07-20,Tuticorin Port,Germany,83110,9,In Transit
SHIP01970,ORD01435,CONT54520,2025-05-20,2025-06-05,Tuticorin Port,UK,73720,6,In Transit
SHIP01971,ORD02321,CONT84467,2025-03-24,2025-04-16,Tuticorin Port,France,120041,10,Delivered
SHIP01972,ORD00679,CONT54478,2024-08-18,2024-09-19,Chennai Port,South Korea,32061,2,Delivered
SHIP01973,ORD02603,CONT21234,2024-03-24,2024-04-15,Chennai Port,France,149543,5,In Transit
SHIP01974,ORD02263,CONT59247,2024-03-04,2024-03-29,Chennai Port,China,65672,9,Delivered
SHIP01975,ORD00503,CONT62979,2024-02-29,2024-04-09,Chennai Port,China,99050,1,In Transit
SHIP01976,ORD01365,CONT48887,2024-10-10,2024-10-30,Tuticorin Port,South Korea,136490,2,In Transit
SHIP01977,ORD02882,CONT58480,2025-09-24,2025-11-08,Chennai Port,Germany,86718,6,Delivered
SHIP01978,ORD02308,CONT94620,2024-11-19,2024-12-23,Tuticorin Port,Italy,113978,3,In Transit
SHIP01979,ORD02169,CONT16270,2025-07-26,2025-08-25,Tuticorin Port,France,96098,6,Delivered
SHIP01980,ORD01089,CONT26840,2024-01-13,2024-02-05,Tuticorin Port,Germany,61866,10,In Transit
SHIP01981,ORD00514,CONT59753,2025-04-07,2025-04-23,Tuticorin Port,Germany,40688,7,Delivered
SHIP01982,ORD00420,CONT28850,2025-04-04,2025-05-02,Tuticorin Port,Vietnam,53159,8,Delivered
SHIP01983,ORD00148,CONT76190,2024-05-19,2024-06-16,Tuticorin Port,Germany,59107,9,Delivered
SHIP01984,ORD01646,CONT38831,2024-08-12,2024-09-22,Chennai Port,UK,46857,1,Delivered
SHIP01985,ORD00617,CONT75072,2024-01-19,2024-02-09,Chennai Port,Vietnam,145729,2,In Transit
SHIP01986,ORD00845,CONT46300,2025-07-21,2025-08-17,Tuticorin Port,Germany,87271,4,Delivered
SHIP01987,ORD02422,CONT22607,2024-11-22,2024-12-25,Chennai Port,Germany,97860,0,In Transit
SHIP01988,ORD01616,CONT59621,2025-07-18,2025-08-13,Chennai Port,USA,57477,0,In Transit
SHIP01989,ORD02304,CONT68894,2024-01-08,2024-02-15,Tuticorin Port,Vietnam,137717,0,Delivered
SHIP01990,ORD01293,CONT58086,2025-02-06,2025-03-17,Chennai Port,South Korea,69623,1,Delivered
SHIP01991,ORD00992,CONT39600,2024-08-09,2024-09-17,Chennai Port,South Korea,135322,2,Delivered
SHIP01992,ORD02068,CONT16300,2025-04-05,2025-05-18,Chennai Port,Japan,145827,0,Delivered
SHIP01993,ORD01152,CONT92245,2024-07-17,2024-08-22,Chennai Port,UK,142900,4,In Transit
SHIP01994,ORD00844,CONT85957,2025-11-12,2025-12-06,Chennai Port,France,130152,7,In Transit
SHIP01995,ORD01710,CONT22983,2024-05-27,2024-07-09,Tuticorin Port,Italy,147874,10,Delivered
SHIP01996,ORD00597,CONT89220,2024-12-07,2025-01-18,Tuticorin Port,Italy,109968,9,In Transit
SHIP01997,ORD00590,CONT31721,2024-04-13,2024-05-24,Tuticorin Port,France,63193,3,In Transit
SHIP01998,ORD02326,CONT75328,2024-11-10,2024-12-17,Chennai Port,USA,133982,2,In Transit
SHIP01999,ORD01213,CONT97167,2024-08-31,2024-09-26,Tuticorin Port,Japan,71522,1,In Transit
SHIP02000,ORD00636,CONT62068,2025-04-09,2025-04-28,Tuticorin Port,Japan,66854,5,In Transit
SHIP02001,ORD00177,CONT32803,2025-03-05,2025-03-24,Tuticorin Port,Germany,74318,9,Delivered
SHIP02002,ORD01922,CONT86658,2025-01-25,2025-03-10,Tuticorin Port,Italy,48179,6,In Transit
SHIP02003,ORD02265,CONT62593,2024-04-13,2024-04-28,Chennai Port,USA,52445,6,In Transit
SHIP02004,ORD01591,CONT33877,2025-01-28,2025-02-22,Chennai Port,UK,83554,10,Delivered
SHIP02005,ORD00382,CONT30943,2025-05-23,2025-06-20,Tuticorin Port,USA,91616,2,In Transit
SHIP02006,ORD02073,CONT20969,2024-10-30,2024-11-30,Chennai Port,South Korea,36504,10,In Transit
SHIP02007,ORD01269,CONT62624,2024-10-14,2024-11-06,Tuticorin Port,UK,73672,10,In Transit
SHIP02008,ORD02198,CONT26884,2025-09-10,2025-10-25,Chennai Port,UK,32444,0,Delivered
SHIP02009,ORD02609,CONT92660,2024-08-31,2024-10-15,Tuticorin Port,UK,139036,4,In Transit
SHIP02010,ORD00356,CONT57305,2024-11-15,2024-12-03,Tuticorin Port,South Korea,147219,7,Delivered
SHIP02011,ORD02324,CONT11261,2024-06-02,2024-07-16,Chennai Port,Spain,37537,4,Delivered
SHIP02012,ORD01936,CONT36207,2025-10-02,2025-11-07,Tuticorin Port,Italy,139806,7,Delivered
SHIP02013,ORD00307,CONT76248,2024-08-22,2024-09-22,Chennai Port,South Korea,104515,0,Delivered
SHIP02014,ORD01376,CONT48814,2024-08-21,2024-10-01,Tuticorin Port,UK,149289,4,Delivered
SHIP02015,ORD01174,CONT88033,2024-02-18,2024-03-08,Chennai Port,South Korea,50793,2,In Transit
SHIP02016,ORD01384,CONT85247,2024-01-11,2024-01-27,Chennai Port,Vietnam,84098,8,In Transit
SHIP02017,ORD00131,CONT30176,2024-02-09,2024-03-25,Tuticorin Port,Japan,64280,6,Delivered
SHIP02018,ORD02653,CONT76298,2025-01-06,2025-02-06,Tuticorin Port,Vietnam,97443,4,Delivered
SHIP02019,ORD02362,CONT38262,2024-07-07,2024-08-20,Tuticorin Port,France,131092,0,In Transit
SHIP02020,ORD01608,CONT52140,2024-05-11,2024-06-10,Tuticorin Port,Spain,40771,10,In Transit
SHIP02021,ORD00042,CONT86045,2025-09-10,2025-10-09,Chennai Port,France,31896,1,Delivered
SHIP02022,ORD00496,CONT18613,2024-10-31,2024-12-10,Tuticorin Port,Vietnam,106387,5,Delivered
SHIP02023,ORD02033,CONT65445,2025-10-30,2025-12-06,Chennai Port,Italy,35014,7,Delivered
SHIP02024,ORD01678,CONT92286,2025-03-28,2025-05-11,Tuticorin Port,Spain,44228,2,In Transit
SHIP02025,ORD01086,CONT51569,2024-05-14,2024-06-27,Chennai Port,China,105424,5,Delivered
SHIP02026,ORD01068,CONT63898,2024-04-23,2024-05-10,Chennai Port,Germany,48813,9,Delivered
SHIP02027,ORD02643,CONT19326,2024-06-18,2024-07-09,Tuticorin Port,UK,53309,9,In Transit
SHIP02028,ORD02366,CONT77237,2025-05-30,2025-07-14,Tuticorin Port,France,127643,8,Delivered
SHIP02029,ORD00325,CONT62101,2024-11-04,2024-12-06,Tuticorin Port,China,88607,4,In Transit
SHIP02030,ORD00687,CONT52097,2025-05-15,2025-06-10,Chennai Port,South Korea,64687,7,In Transit
SHIP02031,ORD02445,CONT41685,2024-08-11,2024-09-06,Tuticorin Port,USA,89672,8,In Transit
SHIP02032,ORD01032,CONT48230,2025-07-19,2025-08-03,Chennai Port,France,81013,4,Delivered
SHIP02033,ORD01093,CONT27064,2025-07-31,2025-09-05,Chennai Port,UK,110081,1,In Transit
SHIP02034,ORD02827,CONT56934,2024-05-10,2024-06-21,Tuticorin Port,Japan,69706,4,In Transit
SHIP02035,ORD02510,CONT79735,2025-02-06,2025-03-04,Tuticorin Port,France,85769,4,Delivered
SHIP02036,ORD02635,CONT88543,2024-03-20,2024-05-01,Tuticorin Port,Italy,146170,5,Delivered
SHIP02037,ORD01500,CONT59250,2024-01-13,2024-02-09,Tuticorin Port,Italy,81478,5,In Transit
SHIP02038,ORD01865,CONT11905,2024-11-07,2024-12-18,Chennai Port,Italy,126353,2,Delivered
SHIP02039,ORD00741,CONT75131,2024-01-05,2024-01-27,Chennai Port,China,35355,8,Delivered
SHIP02040,ORD02476,CONT91444,2025-06-02,2025-07-05,Chennai Port,UK,67984,0,Delivered
SHIP02041,ORD02334,CONT76063,2024-07-11,2024-08-05,Chennai Port,Germany,54360,5,Delivered
SHIP02042,ORD00117,CONT50531,2024-11-27,2024-12-21,Tuticorin Port,South Korea,67258,6,In Transit
SHIP02043,ORD02788,CONT17907,2024-06-27,2024-07-23,Chennai Port,Italy,45357,1,Delivered
SHIP02044,ORD01380,CONT77749,2025-07-16,2025-07-31,Tuticorin Port,Vietnam,117755,4,In Transit
SHIP02045,ORD01730,CONT14750,2024-11-04,2024-11-26,Chennai Port,UK,64705,0,In Transit
SHIP02046,ORD01111,CONT96301,2025-02-09,2025-03-03,Tuticorin Port,USA,140304,7,Delivered
SHIP02047,ORD02670,CONT34748,2024-12-18,2025-01-09,Chennai Port,Italy,38644,2,Delivered
SHIP02048,ORD00678,CONT19604,2024-03-10,2024-04-03,Tuticorin Port,Italy,50477,2,In Transit
SHIP02049,ORD00511,CONT86207,2024-12-30,2025-01-21,Chennai Port,South Korea,50835,8,Delivered
SHIP02050,ORD00331,CONT62798,2025-04-14,2025-05-11,Chennai Port,UK,134313,10,Delivered
SHIP02051,ORD01708,CONT75302,2024-02-13,2024-03-16,Chennai Port,Spain,55054,10,Delivered
SHIP02052,ORD01915,CONT81294,2024-04-11,2024-05-26,Tuticorin Port,France,35519,0,Delivered
SHIP02053,ORD01566,CONT49417,2024-03-16,2024-04-20,Tuticorin Port,China,74735,6,In Transit
SHIP02054,ORD00334,CONT51339,2024-02-11,2024-03-14,Chennai Port,South Korea,47043,0,Delivered
SHIP02055,ORD00367,CONT54629,2025-09-22,2025-11-02,Tuticorin Port,Germany,33153,6,Delivered
SHIP02056,ORD00969,CONT66603,2024-12-29,2025-01-25,Chennai Port,UK,84338,9,In Transit
SHIP02057,ORD01898,CONT96574,2025-05-08,2025-05-28,Tuticorin Port,Spain,133079,0,Delivered
SHIP02058,ORD00863,CONT44115,2025-11-15,2025-12-03,Chennai Port,Vietnam,83076,10,Delivered
SHIP02059,ORD01232,CONT75722,2024-01-21,2024-02-13,Chennai Port,Italy,87708,10,Delivered
SHIP02060,ORD02270,CONT43010,2025-10-06,2025-11-04,Tuticorin Port,Italy,116643,9,Delivered
SHIP02061,ORD01674,CONT12139,2024-12-19,2025-01-10,Chennai Port,Italy,46679,6,In Transit
SHIP02062,ORD02783,CONT94642,2025-01-29,2025-02-14,Tuticorin Port,South Korea,99022,0,In Transit
SHIP02063,ORD02986,CONT72980,2025-04-14,2025-05-01,Chennai Port,USA,55929,3,Delivered
SHIP02064,ORD00151,CONT49467,2024-04-01,2024-04-20,Tuticorin Port,UK,134017,4,In Transit
SHIP02065,ORD01662,CONT94604,2024-06-29,2024-07-27,Chennai Port,France,31889,6,Delivered
SHIP02066,ORD01297,CONT94065,2024-10-31,2024-11-20,Tuticorin Port,China,96222,0,Delivered
SHIP02067,ORD00729,CONT30725,2024-12-07,2024-12-22,Chennai Port,Spain,128728,2,In Transit
SHIP02068,ORD00547,CONT15714,2024-08-30,2024-09-29,Chennai Port,Italy,140961,3,Delivered
SHIP02069,ORD01688,CONT12596,2025-05-13,2025-06-19,Tuticorin Port,France,80394,0,In Transit
SHIP02070,ORD01788,CONT43608,2024-12-04,2025-01-03,Chennai Port,Italy,92842,0,Delivered
SHIP02071,ORD01425,CONT98439,2024-04-16,2024-05-15,Tuticorin Port,Italy,54057,4,Delivered
SHIP02072,ORD02744,CONT83556,2024-12-28,2025-01-23,Tuticorin Port,Italy,87148,0,In Transit
SHIP02073,ORD00676,CONT42096,2025-10-20,2025-11-19,Tuticorin Port,Germany,144603,4,In Transit
SHIP02074,ORD02437,CONT65281,2025-07-07,2025-07-25,Chennai Port,Germany,129125,1,In Transit
SHIP02075,ORD02808,CONT91175,2024-07-10,2024-08-05,Tuticorin Port,Germany,47909,3,Delivered
SHIP02076,ORD02324,CONT22031,2025-09-24,2025-11-04,Tuticorin Port,South Korea,48004,5,In Transit
SHIP02077,ORD01214,CONT31787,2025-01-11,2025-02-06,Tuticorin Port,Vietnam,41521,3,Delivered
SHIP02078,ORD02933,CONT87064,2025-10-15,2025-11-25,Tuticorin Port,USA,54937,10,In Transit
SHIP02079,ORD01088,CONT78836,2024-12-05,2025-01-01,Tuticorin Port,UK,48345,5,Delivered
SHIP02080,ORD02065,CONT26843,2024-07-03,2024-08-08,Chennai Port,USA,43320,1,In Transit
SHIP02081,ORD01122,CONT67350,2024-11-06,2024-11-25,Tuticorin Port,France,149194,5,Delivered
SHIP02082,ORD02587,CONT43957,2025-02-06,2025-03-17,Tuticorin Port,France,112559,7,Delivered
SHIP02083,ORD01891,CONT36251,2024-04-21,2024-05-13,Tuticorin Port,Italy,48405,7,Delivered
SHIP02084,ORD00132,CONT26050,2024-03-31,2024-04-28,Chennai Port,Japan,53440,5,Delivered
SHIP02085,ORD01704,CONT57268,2024-12-22,2025-01-16,Chennai Port,USA,134437,10,Delivered
SHIP02086,ORD01543,CONT21782,2025-11-20,2025-12-07,Chennai Port,Japan,39838,6,Delivered
SHIP02087,ORD02428,CONT38201,2025-06-02,2025-06-22,Chennai Port,Japan,47316,0,Delivered
SHIP02088,ORD00770,CONT80211,2024-11-01,2024-12-08,Chennai Port,Germany,119212,9,In Transit
SHIP02089,ORD00787,CONT75969,2024-11-24,2024-12-15,Tuticorin Port,Spain,124481,9,In Transit
SHIP02090,ORD02710,CONT85844,2024-03-30,2024-05-09,Chennai Port,Spain,142557,5,In Transit
SHIP02091,ORD02690,CONT64879,2025-09-19,2025-10-15,Tuticorin Port,Germany,119711,1,In Transit
SHIP02092,ORD01851,CONT33169,2025-04-28,2025-06-06,Chennai Port,South Korea,54848,10,In Transit
SHIP02093,ORD02140,CONT48819,2024-11-02,2024-12-15,Chennai Port,France,135403,5,Delivered
SHIP02094,ORD02286,CONT85458,2024-07-16,2024-08-23,Tuticorin Port,USA,71646,6,Delivered
SHIP02095,ORD01436,CONT59683,2024-07-18,2024-08-26,Chennai Port,China,59067,5,Delivered
SHIP02096,ORD00606,CONT83744,2024-02-29,2024-04-03,Chennai Port,Vietnam,52604,3,Delivered
SHIP02097,ORD01379,CONT11319,2024-04-24,2024-05-18,Chennai Port,Vietnam,78499,6,Delivered
SHIP02098,ORD01844,CONT21638,2024-03-13,2024-04-03,Chennai Port,Japan,125060,10,Delivered
SHIP02099,ORD01730,CONT20466,2025-03-04,2025-03-30,Tuticorin Port,France,86743,3,In Transit
SHIP02100,ORD00518,CONT56826,2025-07-16,2025-08-22,Tuticorin Port,China,146500,3,Delivered
SHIP02101,ORD00154,CONT12281,2025-09-20,2025-10-30,Tuticorin Port,South Korea,125999,8,In Transit
SHIP02102,ORD01728,CONT40373,2024-03-30,2024-04-27,Chennai Port,UK,116721,1,In Transit
SHIP02103,ORD01005,CONT62193,2025-02-12,2025-02-28,Chennai Port,South Korea,99228,7,In Transit
SHIP02104,ORD02545,CONT16392,2025-05-08,2025-06-03,Tuticorin Port,UK,126205,7,Delivered
SHIP02105,ORD02571,CONT11330,2025-01-18,2025-03-04,Tuticorin Port,UK,106852,8,In Transit
SHIP02106,ORD02458,CONT50403,2024-02-14,2024-03-08,Tuticorin Port,Spain,69783,1,Delivered
SHIP02107,ORD00933,CONT74624,2024-04-16,2024-05-28,Chennai Port,Italy,94703,1,In Transit
SHIP02108,ORD02075,CONT61845,2025-09-18,2025-10-05,Tuticorin Port,USA,62173,5,In Transit
SHIP02109,ORD01224,CONT37255,2025-02-28,2025-03-17,Tuticorin Port,Japan,71227,4,In Transit
SHIP02110,ORD01598,CONT49879,2025-01-10,2025-01-27,Chennai Port,Japan,117985,6,Delivered
SHIP02111,ORD00500,CONT24192,2024-09-10,2024-10-10,Chennai Port,USA,84695,3,Delivered
SHIP02112,ORD01107,CONT30153,2024-10-04,2024-10-31,Tuticorin Port,Vietnam,47807,5,In Transit
SHIP02113,ORD00127,CONT38789,2024-05-24,2024-07-03,Chennai Port,France,64953,0,Delivered
SHIP02114,ORD02553,CONT10183,2024-04-07,2024-05-02,Tuticorin Port,Germany,35035,6,In Transit
SHIP02115,ORD00447,CONT71485,2025-05-16,2025-06-29,Chennai Port,China,130475,5,Delivered
SHIP02116,ORD01700,CONT63746,2025-02-05,2025-03-18,Chennai Port,USA,70638,8,Delivered
SHIP02117,ORD01898,CONT51634,2025-04-08,2025-05-19,Tuticorin Port,Germany,105949,2,In Transit
SHIP02118,ORD02899,CONT16741,2024-02-02,2024-03-18,Tuticorin Port,Japan,70980,5,Delivered
SHIP02119,ORD00975,CONT72307,2025-07-23,2025-09-02,Chennai Port,China,120688,8,In Transit
SHIP02120,ORD02871,CONT46057,2024-12-17,2025-01-13,Tuticorin Port,South Korea,142609,5,Delivered
SHIP02121,ORD00211,CONT68741,2025-06-19,2025-07-20,Chennai Port,UK,58323,4,In Transit
SHIP02122,ORD00494,CONT42006,2024-12-13,2025-01-04,Tuticorin Port,UK,40973,3,Delivered
SHIP02123,ORD00753,CONT91633,2025-05-27,2025-06-20,Tuticorin Port,Japan,115403,7,In Transit
SHIP02124,ORD02619,CONT17478,2025-06-28,2025-07-22,Chennai Port,UK,147367,2,In Transit
SHIP02125,ORD01859,CONT20862,2024-02-29,2024-03-21,Tuticorin Port,South Korea,70079,8,In Transit
SHIP02126,ORD00562,CONT82918,2025-04-22,2025-05-17,Chennai Port,France,69949,10,In Transit
SHIP02127,ORD00189,CONT67053,2024-12-03,2025-01-01,Chennai Port,Spain,109454,5,Delivered
SHIP02128,ORD01225,CONT74864,2025-06-28,2025-07-19,Tuticorin Port,Germany,39262,6,In Transit
SHIP02129,ORD02262,CONT71109,2024-06-10,2024-06-28,Tuticorin Port,Germany,70316,4,In Transit
SHIP02130,ORD00973,CONT69336,2025-03-04,2025-03-25,Tuticorin Port,Japan,53655,4,In Transit
SHIP02131,ORD00942,CONT36372,2024-02-10,2024-03-22,Tuticorin Port,South Korea,140029,5,Delivered
SHIP02132,ORD00417,CONT18914,2024-07-25,2024-08-14,Chennai Port,France,68598,4,In Transit
SHIP02133,ORD02812,CONT21008,2024-12-30,2025-01-28,Tuticorin Port,USA,145784,0,In Transit
SHIP02134,ORD02920,CONT92770,2025-09-13,2025-09-28,Tuticorin Port,China,137705,5,In Transit
SHIP02135,ORD01030,CONT62714,2024-08-17,2024-09-27,Chennai Port,Germany,86141,1,In Transit
