Inspection_ID,Batch_No,Leather_Grade,Thickness_mm,Color_Consistency,Tensile_Strength,Moisture,Defects,Inspection_Result,Rejected_Qty,Inspector
Q05059,B02966,C,1.25,97.5,20.4,12.1,Uneven Dye,Pass,20,Inspector 6
Q05060,B00709,A,0.95,94.1,24.3,12.7,No Defect,Pass,22,Inspector 7
Q05061,B06588,A+,1.44,98.2,20.9,12.5,No Defect,Pass,0,Inspector 3
Q05062,B05508,C,1.76,93.6,32.6,9.2,Scars,Pass,9,Inspector 1
Q05063,B01839,A+,2.06,92.3,27.1,12.0,No Defect,Pass,8,Inspector 9
Q05064,B05081,B,2.03,90.8,22.9,13.8,Uneven Dye,Pass,13,Inspector 8
Q05065,B04427,B,1.33,83.9,24.3,12.4,Pinholes,Pass,29,Inspector 2
Q05066,B05642,A,0.87,84.6,32.7,10.8,No Defect,Pass,23,Inspector 3
Q05067,B04978,B,1.73,96.2,16.9,8.9,Pinholes,Pass,20,Inspector 10
Q05068,B07308,A,1.67,87.4,32.7,11.1,No Defect,Pass,20,Inspector 5
Q05069,B05197,A+,1.45,91.6,32.4,14.9,No Defect,Pass,24,Inspector 3
Q05070,B05431,A+,0.89,80.2,29.1,14.1,No Defect,Pass,28,Inspector 6
Q05071,B07564,A,2.13,97.0,19.0,14.6,No Defect,Pass,17,Inspector 1
Q05072,B06574,A,1.66,94.3,27.4,14.8,No Defect,Pass,6,Inspector 7
Q05073,B02699,C,0.95,81.9,16.8,11.0,Scars,Pass,11,Inspector 2
Q05074,B00259,B,1.3,98.1,18.0,8.4,Scars,Pass,30,Inspector 2
Q05075,B01330,B,1.89,86.7,28.9,10.2,Pinholes,Pass,26,Inspector 5
Q05076,B06390,B,1.98,80.7,32.0,15.0,Loose Grain,Pass,15,Inspector 10
Q05077,B03128,A,1.36,96.9,23.6,14.2,No Defect,Pass,15,Inspector 10
Q05078,B01687,B,1.65,97.6,27.9,13.6,Wrinkles,Pass,11,Inspector 4
Q05079,B03681,C,1.45,89.8,15.5,8.6,Uneven Dye,Pass,17,Inspector 7
Q05080,B00266,A+,2.05,85.2,30.9,10.9,No Defect,Pass,2,Inspector 8
Q05081,B04400,A,1.4,97.3,17.5,14.2,No Defect,Pass,16,Inspector 3
Q05082,B00403,C,1.01,98.6,29.4,8.2,Scars,Pass,4,Inspector 1
Q05083,B03618,A,1.49,89.8,33.4,9.7,No Defect,Pass,24,Inspector 3
Q05084,B00836,A+,0.91,98.3,24.0,12.7,No Defect,Pass,20,Inspector 5
Q05085,B04036,A+,2.12,96.4,17.7,12.3,No Defect,Pass,8,Inspector 5
Q05086,B02536,B,2.18,98.8,22.5,8.0,Wrinkles,Pass,0,Inspector 10
Q05087,B07279,A,2.18,98.4,29.7,12.0,No Defect,Pass,2,Inspector 4
Q05088,B04109,B,1.92,95.5,34.2,12.4,Scars,Pass,4,Inspector 10
Q05089,B05589,A,1.4,94.0,17.5,12.8,No Defect,Pass,13,Inspector 8
Q05090,B07415,Rejected,1.95,89.4,17.3,9.3,Loose Grain,Fail,10,Inspector 1
Q05091,B04417,A,1.95,97.7,16.0,14.1,No Defect,Pass,10,Inspector 3
Q05092,B03229,C,2.07,92.2,31.9,9.4,Wrinkles,Pass,22,Inspector 5
Q05093,B05250,A+,2.01,91.5,17.3,13.2,No Defect,Pass,0,Inspector 10
Q05094,B07565,A+,1.68,87.1,33.2,10.8,No Defect,Pass,28,Inspector 7
Q05095,B03414,A,1.92,91.7,30.1,9.1,No Defect,Pass,16,Inspector 6
Q05096,B06251,A,1.4,86.4,27.6,13.7,No Defect,Pass,21,Inspector 10
Q05097,B02768,A,1.6,84.2,15.3,14.4,No Defect,Pass,20,Inspector 1
Q05098,B01443,A,1.76,85.0,21.7,9.3,No Defect,Pass,3,Inspector 10
Q05099,B02071,A+,1.56,90.5,18.2,9.5,No Defect,Pass,9,Inspector 8
Q05100,B03445,A,1.49,95.4,33.6,11.0,No Defect,Pass,25,Inspector 9
Q05101,B06978,A,1.48,82.7,24.3,14.6,No Defect,Pass,9,Inspector 3
Q05102,B05508,B,1.6,93.0,18.0,13.1,Wrinkles,Pass,20,Inspector 8
Q05103,B02336,B,1.79,88.3,15.1,10.5,Loose Grain,Pass,22,Inspector 7
Q05104,B05875,A,2.03,89.9,26.3,14.7,No Defect,Pass,24,Inspector 4
Q05105,B01287,A,1.03,86.2,28.5,12.9,No Defect,Pass,23,Inspector 5
Q05106,B02839,B,1.58,93.0,16.5,11.5,Loose Grain,Pass,9,Inspector 7
Q05107,B06135,C,0.86,80.0,30.1,11.5,Pinholes,Pass,4,Inspector 4
Q05108,B01520,B,2.11,85.9,30.8,14.3,Wrinkles,Pass,4,Inspector 1
Q05109,B03102,A,1.17,86.0,31.4,10.8,No Defect,Pass,19,Inspector 5
Q05110,B01525,A,0.86,92.5,18.9,13.1,No Defect,Pass,3,Inspector 3
Q05111,B07220,A,1.44,85.3,24.1,8.3,No Defect,Pass,28,Inspector 8
Q05112,B01987,B,1.74,97.4,30.3,8.7,Wrinkles,Pass,24,Inspector 10
Q05113,B05776,B,1.91,86.2,18.2,14.9,Loose Grain,Pass,15,Inspector 4
Q05114,B07305,B,1.71,81.1,29.4,12.1,Uneven Dye,Pass,28,Inspector 9
Q05115,B00884,A,1.66,88.7,17.3,8.9,No Defect,Pass,21,Inspector 6
Q05116,B01449,A,1.56,92.7,21.3,13.7,No Defect,Pass,5,Inspector 4
Q05117,B06751,B,1.59,81.7,27.4,8.6,Uneven Dye,Pass,18,Inspector 9
Q05118,B01765,B,2.11,99.6,35.0,8.9,Uneven Dye,Pass,7,Inspector 5
Q05119,B05195,B,1.55,90.5,31.8,10.8,Scars,Pass,3,Inspector 4
Q05120,B02686,B,1.53,82.4,27.8,11.9,Pinholes,Pass,9,Inspector 4
Q05121,B00186,A+,1.33,93.9,29.7,13.9,No Defect,Pass,22,Inspector 10
Q05122,B07018,A,0.8,92.0,30.1,12.1,No Defect,Pass,0,Inspector 4
Q05123,B02313,A+,1.74,99.7,32.0,14.4,No Defect,Pass,3,Inspector 5
Q05124,B05332,A,1.78,85.4,33.1,10.5,No Defect,Pass,0,Inspector 2
Q05125,B03881,A,1.22,83.9,18.8,11.2,No Defect,Pass,21,Inspector 3
Q05126,B01160,A,1.4,99.9,27.4,10.7,No Defect,Pass,7,Inspector 1
Q05127,B04395,A,1.07,86.7,32.3,10.5,No Defect,Pass,11,Inspector 5
Q05128,B07002,A,2.14,80.5,30.6,10.1,No Defect,Pass,4,Inspector 5
Q05129,B07992,A,2.11,89.6,16.9,8.6,No Defect,Pass,14,Inspector 9
Q05130,B03126,A+,1.66,90.7,34.2,11.1,No Defect,Pass,2,Inspector 1
Q05131,B01027,A+,2.11,99.2,30.7,13.0,No Defect,Pass,7,Inspector 5
Q05132,B02804,B,1.19,90.0,30.5,10.3,Wrinkles,Pass,9,Inspector 7
Q05133,B06574,Rejected,2.07,82.4,24.0,9.9,Loose Grain,Fail,22,Inspector 8
Q05134,B03637,A,1.72,85.9,19.1,9.3,No Defect,Pass,22,Inspector 4
Q05135,B04052,A,1.06,95.8,24.6,12.3,No Defect,Pass,30,Inspector 9
Q05136,B02549,A,2.13,99.6,32.4,11.5,No Defect,Pass,15,Inspector 2
Q05137,B03736,B,0.82,97.4,17.2,8.1,Wrinkles,Pass,30,Inspector 5
Q05138,B07022,B,2.1,91.0,34.7,9.7,Pinholes,Pass,3,Inspector 4
Q05139,B01182,A+,1.36,91.6,34.5,11.7,No Defect,Pass,0,Inspector 7
Q05140,B00403,A+,0.83,84.8,33.4,11.3,No Defect,Pass,30,Inspector 2
Q05141,B04859,A+,1.01,88.9,21.9,9.2,No Defect,Pass,17,Inspector 9
Q05142,B05772,B,1.92,82.8,23.1,8.8,Pinholes,Pass,7,Inspector 8
Q05143,B05464,A+,2.09,95.2,30.6,11.7,No Defect,Pass,10,Inspector 5
Q05144,B03007,A+,1.5,88.8,30.5,12.6,No Defect,Pass,7,Inspector 6
Q05145,B02814,A+,0.87,95.1,21.9,12.4,No Defect,Pass,23,Inspector 2
Q05146,B03760,A+,0.82,91.5,15.8,12.0,No Defect,Pass,16,Inspector 6
Q05147,B01470,Rejected,2.17,81.7,32.6,8.0,Wrinkles,Fail,14,Inspector 8
Q05148,B05457,A,1.64,89.6,25.4,10.5,No Defect,Pass,27,Inspector 7
Q05149,B07599,A+,1.81,87.7,20.9,11.8,No Defect,Pass,26,Inspector 6
Q05150,B06482,B,2.04,93.8,20.2,10.1,Loose Grain,Pass,19,Inspector 7
Q05151,B05181,B,1.89,82.4,17.3,13.0,Uneven Dye,Pass,21,Inspector 3
Q05152,B05531,A+,1.57,93.8,33.9,10.6,No Defect,Pass,7,Inspector 1
Q05153,B02757,A,1.94,97.5,33.0,14.5,No Defect,Pass,25,Inspector 7
Q05154,B00548,Rejected,1.73,93.7,27.9,12.1,Scars,Fail,11,Inspector 4
Q05155,B05611,B,1.51,95.6,30.4,13.2,Loose Grain,Pass,29,Inspector 8
Q05156,B04827,A+,1.96,93.0,15.4,14.6,No Defect,Pass,14,Inspector 8
Q05157,B06489,A+,1.58,85.8,33.7,8.1,No Defect,Pass,24,Inspector 9
Q05158,B02796,A,0.88,82.8,16.7,8.9,No Defect,Pass,26,Inspector 6
Q05159,B07110,A+,1.85,81.5,20.1,14.9,No Defect,Pass,27,Inspector 9
Q05160,B02863,A+,1.44,89.5,27.5,14.7,No Defect,Pass,19,Inspector 3
Q05161,B01476,A,1.54,90.2,29.2,9.2,No Defect,Pass,1,Inspector 4
Q05162,B07161,A,1.0,91.6,16.1,11.9,No Defect,Pass,4,Inspector 6
Q05163,B06067,Rejected,1.12,87.8,24.8,14.9,Uneven Dye,Fail,7,Inspector 3
Q05164,B04168,A+,2.11,93.8,20.4,13.7,No Defect,Pass,29,Inspector 10
Q05165,B00310,B,1.47,82.0,25.6,12.4,Uneven Dye,Pass,0,Inspector 3
Q05166,B03636,A,1.9,84.2,21.1,12.2,No Defect,Pass,30,Inspector 5
Q05167,B03312,B,1.13,91.6,19.0,9.9,Loose Grain,Pass,1,Inspector 6
Q05168,B07291,A,1.44,92.0,24.5,12.4,No Defect,Pass,8,Inspector 9
Q05169,B04936,C,1.94,85.6,20.4,11.7,Wrinkles,Pass,5,Inspector 5
Q05170,B06223,A,1.46,80.7,23.8,10.9,No Defect,Pass,22,Inspector 3
Q05171,B05571,B,1.46,81.5,25.4,13.7,Wrinkles,Pass,7,Inspector 3
Q05172,B03223,A,1.86,86.2,17.4,12.6,No Defect,Pass,23,Inspector 4
Q05173,B02525,A,1.28,88.1,16.0,11.1,No Defect,Pass,4,Inspector 4
Q05174,B06062,A,1.73,93.4,22.5,15.0,No Defect,Pass,10,Inspector 7
Q05175,B04603,A+,1.54,87.0,34.8,10.3,No Defect,Pass,5,Inspector 6
Q05176,B04366,A,1.03,90.9,26.3,9.9,No Defect,Pass,4,Inspector 3
Q05177,B05317,A,1.19,90.6,29.1,8.5,No Defect,Pass,5,Inspector 9
Q05178,B05348,B,1.22,83.9,33.3,10.4,Loose Grain,Pass,25,Inspector 10
Q05179,B01381,C,1.75,96.0,32.5,14.8,Uneven Dye,Pass,27,Inspector 1
Q05180,B05154,A,0.82,82.0,21.7,14.7,No Defect,Pass,26,Inspector 8
Q05181,B03502,A,0.93,87.7,16.2,8.8,No Defect,Pass,4,Inspector 6
Q05182,B00301,A,0.94,84.8,28.9,15.0,No Defect,Pass,30,Inspector 2
Q05183,B05157,B,2.14,97.8,18.2,8.6,Pinholes,Pass,1,Inspector 1
Q05184,B00441,B,2.11,82.0,22.8,10.8,Scars,Pass,18,Inspector 6
Q05185,B04307,B,1.22,98.5,29.1,10.6,Pinholes,Pass,16,Inspector 4
Q05186,B07651,A+,1.06,84.2,30.4,12.4,No Defect,Pass,26,Inspector 2
Q05187,B07899,A,1.1,97.1,26.0,12.1,No Defect,Pass,16,Inspector 2
Q05188,B04246,A,1.03,85.9,18.7,8.8,No Defect,Pass,12,Inspector 4
Q05189,B04116,A,1.8,81.0,30.1,12.0,No Defect,Pass,3,Inspector 6
Q05190,B01556,A,1.58,96.0,23.2,8.3,No Defect,Pass,13,Inspector 7
Q05191,B01102,A,1.39,92.4,29.9,9.8,No Defect,Pass,21,Inspector 4
Q05192,B06937,B,0.99,98.8,15.2,11.6,Scars,Pass,12,Inspector 5
Q05193,B05489,B,0.97,96.7,20.7,12.0,Loose Grain,Pass,4,Inspector 10
Q05194,B05784,A,2.06,97.4,33.7,8.4,No Defect,Pass,9,Inspector 5
Q05195,B06025,A,1.23,90.8,22.0,9.3,No Defect,Pass,23,Inspector 1
Q05196,B04865,A,1.9,95.6,22.5,8.8,No Defect,Pass,24,Inspector 6
Q05197,B07494,A+,2.13,97.0,23.1,9.8,No Defect,Pass,23,Inspector 6
Q05198,B04319,B,1.38,94.7,16.5,13.4,Loose Grain,Pass,30,Inspector 5
Q05199,B01818,B,1.71,88.0,16.2,12.4,Wrinkles,Pass,7,Inspector 2
Q05200,B00936,A,1.25,83.3,27.2,8.8,No Defect,Pass,11,Inspector 1
Q05201,B05063,Rejected,1.8,92.3,25.3,9.9,Scars,Fail,26,Inspector 7
Q05202,B06360,B,1.02,85.5,34.6,14.7,Pinholes,Pass,7,Inspector 5
Q05203,B01589,A,2.05,95.8,18.7,14.5,No Defect,Pass,5,Inspector 3
Q05204,B05824,B,1.91,94.3,28.9,13.3,Wrinkles,Pass,21,Inspector 3
Q05205,B04928,C,1.85,82.3,18.7,14.6,Wrinkles,Pass,6,Inspector 2
Q05206,B05107,A,1.16,88.3,18.4,9.2,No Defect,Pass,3,Inspector 5
Q05207,B06155,B,2.03,84.8,20.5,9.7,Scars,Pass,15,Inspector 1
Q05208,B01529,B,1.36,97.2,32.8,9.3,Loose Grain,Pass,20,Inspector 10
Q05209,B06527,B,1.05,81.1,33.1,8.5,Pinholes,Pass,30,Inspector 5
Q05210,B00310,A+,1.82,98.7,20.0,13.3,No Defect,Pass,6,Inspector 1
Q05211,B05079,A+,1.99,89.5,21.1,11.2,No Defect,Pass,21,Inspector 10
Q05212,B06068,A+,2.12,86.3,27.6,11.1,No Defect,Pass,2,Inspector 8
Q05213,B04942,A,1.26,93.9,30.2,13.6,No Defect,Pass,21,Inspector 5
Q05214,B02378,A+,0.86,89.6,28.9,12.6,No Defect,Pass,30,Inspector 7
Q05215,B01191,B,2.1,84.2,27.3,10.2,Scars,Pass,20,Inspector 4
Q05216,B01447,A+,0.82,90.6,27.9,12.5,No Defect,Pass,29,Inspector 7
Q05217,B06040,B,1.85,96.7,15.7,14.2,Scars,Pass,18,Inspector 10
Q05218,B04256,Rejected,2.02,96.9,23.9,13.9,Pinholes,Fail,18,Inspector 9
Q05219,B01059,B,2.01,84.2,23.7,12.2,Wrinkles,Pass,1,Inspector 1
Q05220,B06944,A,2.14,93.7,18.2,8.1,No Defect,Pass,7,Inspector 3
Q05221,B06326,Rejected,1.33,99.9,19.2,8.7,Loose Grain,Fail,21,Inspector 1
Q05222,B07919,A,2.0,85.0,28.9,10.4,No Defect,Pass,11,Inspector 3
Q05223,B03913,A+,0.99,89.5,23.0,11.7,No Defect,Pass,13,Inspector 3
Q05224,B05174,Rejected,1.32,87.7,33.6,15.0,Uneven Dye,Fail,30,Inspector 7
Q05225,B03321,B,0.97,88.1,34.7,13.7,Uneven Dye,Pass,12,Inspector 1
Q05226,B03344,A+,1.79,83.0,25.2,12.2,No Defect,Pass,28,Inspector 1
Q05227,B03581,A,1.69,95.4,24.2,14.1,No Defect,Pass,3,Inspector 5
Q05228,B00771,A,1.64,98.0,31.5,10.5,No Defect,Pass,10,Inspector 8
Q05229,B07595,Rejected,1.16,86.2,15.6,13.7,Pinholes,Fail,4,Inspector 10
Q05230,B03022,B,1.44,83.8,25.4,13.1,Pinholes,Pass,11,Inspector 6
Q05231,B06640,A+,2.04,94.9,24.3,9.1,No Defect,Pass,16,Inspector 4
Q05232,B04069,C,1.45,81.3,31.3,13.1,Wrinkles,Pass,24,Inspector 9
Q05233,B03219,A,1.8,93.9,23.8,12.2,No Defect,Pass,28,Inspector 7
Q05234,B06986,B,1.38,92.3,16.2,11.2,Pinholes,Pass,23,Inspector 1
Q05235,B00300,A,1.55,84.1,17.4,11.2,No Defect,Pass,27,Inspector 7
Q05236,B07500,Rejected,0.88,89.4,31.5,8.4,Scars,Fail,18,Inspector 8
Q05237,B02115,B,1.59,94.4,24.3,10.7,Loose Grain,Pass,29,Inspector 10
Q05238,B02898,A,1.35,98.4,21.4,10.3,No Defect,Pass,3,Inspector 4
Q05239,B02488,A,1.19,88.3,29.1,14.4,No Defect,Pass,18,Inspector 1
Q05240,B06261,A,0.89,88.0,23.0,14.0,No Defect,Pass,3,Inspector 4
Q05241,B00609,B,1.77,94.1,23.6,12.2,Loose Grain,Pass,10,Inspector 4
Q05242,B04032,A+,1.66,86.4,19.7,10.4,No Defect,Pass,12,Inspector 7
Q05243,B03905,C,1.79,84.6,16.1,12.7,Loose Grain,Pass,19,Inspector 4
Q05244,B01458,A+,0.99,84.7,20.3,13.4,No Defect,Pass,22,Inspector 10
Q05245,B07811,B,1.13,93.8,17.6,10.2,Pinholes,Pass,3,Inspector 2
Q05246,B07406,B,1.56,97.8,17.6,14.4,Pinholes,Pass,18,Inspector 5
Q05247,B04321,A+,1.89,82.8,27.5,11.5,No Defect,Pass,15,Inspector 3
Q05248,B06525,B,0.92,99.0,31.0,11.7,Loose Grain,Pass,14,Inspector 9
Q05249,B02702,A,1.99,89.1,29.2,11.9,No Defect,Pass,3,Inspector 5
Q05250,B01855,B,1.02,94.0,31.7,10.4,Loose Grain,Pass,18,Inspector 7
Q05251,B02210,C,1.28,85.1,23.1,12.9,Loose Grain,Pass,28,Inspector 10
Q05252,B06511,A,1.79,89.7,21.9,8.1,No Defect,Pass,12,Inspector 3
Q05253,B00858,A,1.23,80.9,21.1,13.2,No Defect,Pass,23,Inspector 1
Q05254,B06041,A+,0.9,97.8,21.7,9.6,No Defect,Pass,1,Inspector 9
Q05255,B06942,A,1.91,93.8,19.2,9.6,No Defect,Pass,3,Inspector 10
Q05256,B00128,A,1.86,98.5,34.9,14.5,No Defect,Pass,22,Inspector 1
Q05257,B05125,Rejected,1.75,84.1,17.2,10.3,Uneven Dye,Fail,8,Inspector 9
Q05258,B04375,B,2.12,80.5,17.5,8.2,Wrinkles,Pass,10,Inspector 6
Q05259,B05269,A,1.16,89.7,24.1,8.7,No Defect,Pass,14,Inspector 5
Q05260,B05899,A+,1.31,87.9,16.0,8.1,No Defect,Pass,18,Inspector 2
Q05261,B05271,B,1.47,86.9,27.8,12.4,Wrinkles,Pass,24,Inspector 9
Q05262,B03427,B,1.63,99.0,23.2,9.2,Wrinkles,Pass,11,Inspector 5
Q05263,B00137,C,1.19,80.6,17.2,13.9,Uneven Dye,Pass,24,Inspector 8
Q05264,B05292,A,1.41,89.6,29.7,12.3,No Defect,Pass,21,Inspector 4
Q05265,B00658,A,1.34,82.5,28.1,10.6,No Defect,Pass,14,Inspector 3
Q05266,B03825,A,1.08,99.3,32.2,12.6,No Defect,Pass,28,Inspector 2
Q05267,B06378,Rejected,0.82,89.0,24.4,13.5,Pinholes,Fail,15,Inspector 2
Q05268,B07545,A+,2.01,85.4,22.7,8.4,No Defect,Pass,15,Inspector 7
Q05269,B04003,B,1.19,80.1,30.2,9.1,Pinholes,Pass,16,Inspector 9
Q05270,B05244,B,1.4,95.6,23.0,8.8,Loose Grain,Pass,6,Inspector 10
Q05271,B00188,A,0.94,83.0,20.5,14.0,No Defect,Pass,17,Inspector 7
Q05272,B05957,A,2.04,90.6,19.6,8.3,No Defect,Pass,21,Inspector 4
Q05273,B00682,A+,2.19,97.8,22.7,11.5,No Defect,Pass,0,Inspector 5
Q05274,B07595,A,1.06,91.4,26.6,12.1,No Defect,Pass,13,Inspector 2
Q05275,B00349,B,1.42,88.7,19.3,8.4,Scars,Pass,2,Inspector 2
Q05276,B07366,B,1.96,92.5,29.6,10.2,Loose Grain,Pass,23,Inspector 2
Q05277,B03173,A,2.08,81.8,18.0,9.2,No Defect,Pass,19,Inspector 7
Q05278,B05303,B,0.81,82.1,26.2,12.7,Scars,Pass,7,Inspector 7
Q05279,B02419,A,1.92,89.1,33.9,14.8,No Defect,Pass,25,Inspector 7
Q05280,B00647,A+,1.93,83.4,18.5,13.3,No Defect,Pass,24,Inspector 3
Q05281,B04286,B,0.81,95.5,24.4,11.2,Loose Grain,Pass,24,Inspector 7
Q05282,B06929,A+,1.1,92.7,34.5,9.5,No Defect,Pass,7,Inspector 9
Q05283,B04612,A+,1.82,85.4,29.7,10.0,No Defect,Pass,18,Inspector 5
Q05284,B01879,A,1.52,85.4,25.7,14.7,No Defect,Pass,5,Inspector 8
Q05285,B06707,A+,1.65,95.3,25.9,11.0,No Defect,Pass,21,Inspector 5
Q05286,B05229,C,1.83,89.2,23.5,10.2,Scars,Pass,16,Inspector 4
Q05287,B02353,A+,1.08,91.8,26.2,11.8,No Defect,Pass,16,Inspector 6
Q05288,B05263,A+,1.42,89.0,20.0,12.9,No Defect,Pass,19,Inspector 9
Q05289,B01995,A,1.49,92.9,27.5,12.9,No Defect,Pass,10,Inspector 5
Q05290,B06184,B,1.6,83.5,17.6,9.8,Loose Grain,Pass,1,Inspector 1
Q05291,B03226,A+,1.57,91.3,27.9,13.3,No Defect,Pass,28,Inspector 8
Q05292,B06229,B,2.15,92.5,28.5,13.0,Pinholes,Pass,27,Inspector 3
Q05293,B06614,A,1.28,95.3,28.3,14.5,No Defect,Pass,10,Inspector 3
Q05294,B01362,A,1.1,97.4,17.9,13.4,No Defect,Pass,5,Inspector 10
Q05295,B00446,A,1.19,80.2,28.2,14.4,No Defect,Pass,6,Inspector 10
Q05296,B00561,B,1.13,91.1,24.0,9.2,Uneven Dye,Pass,21,Inspector 5
Q05297,B01602,A+,1.23,96.8,23.9,14.6,No Defect,Pass,30,Inspector 3
Q05298,B01057,C,1.36,80.3,26.7,13.4,Loose Grain,Pass,22,Inspector 6
Q05299,B03515,A+,1.24,81.6,32.9,12.5,No Defect,Pass,15,Inspector 10
Q05300,B05471,A+,1.65,82.3,28.7,13.6,No Defect,Pass,29,Inspector 9
Q05301,B04540,B,1.72,80.6,30.1,14.4,Wrinkles,Pass,25,Inspector 6
Q05302,B01985,C,1.9,82.5,24.9,13.4,Wrinkles,Pass,21,Inspector 3
Q05303,B03753,B,1.41,84.5,15.7,10.7,Pinholes,Pass,23,Inspector 10
Q05304,B06788,B,1.73,96.2,21.9,13.6,Loose Grain,Pass,10,Inspector 10
Q05305,B07328,B,1.05,100.0,17.7,13.0,Wrinkles,Pass,4,Inspector 8
Q05306,B07382,B,1.69,88.0,32.1,10.3,Wrinkles,Pass,23,Inspector 6
Q05307,B02004,B,2.01,99.4,28.1,14.7,Scars,Pass,27,Inspector 7
Q05308,B07446,B,0.82,96.7,30.6,12.5,Pinholes,Pass,8,Inspector 2
Q05309,B07554,A,0.92,99.0,25.7,8.0,No Defect,Pass,5,Inspector 7
Q05310,B03011,B,1.84,97.1,18.6,14.1,Scars,Pass,15,Inspector 5
Q05311,B04915,B,0.94,97.4,20.7,13.1,Pinholes,Pass,19,Inspector 2
Q05312,B07817,Rejected,1.12,85.3,31.6,8.9,Wrinkles,Fail,15,Inspector 8
Q05313,B06256,A,1.66,86.6,29.6,10.4,No Defect,Pass,12,Inspector 9
Q05314,B04533,A,1.74,87.8,34.0,8.0,No Defect,Pass,9,Inspector 6
Q05315,B02051,A+,1.75,92.5,24.8,13.6,No Defect,Pass,12,Inspector 8
Q05316,B04981,C,1.6,87.9,18.8,13.2,Uneven Dye,Pass,18,Inspector 5
Q05317,B07760,A,1.05,95.6,29.8,11.5,No Defect,Pass,4,Inspector 7
Q05318,B02801,A+,1.48,84.6,26.6,8.1,No Defect,Pass,7,Inspector 5
Q05319,B00613,A+,1.32,83.3,28.4,10.9,No Defect,Pass,12,Inspector 2
Q05320,B02497,A+,1.73,90.0,32.1,14.6,No Defect,Pass,11,Inspector 1
Q05321,B00368,A,2.17,89.0,31.2,10.4,No Defect,Pass,11,Inspector 5
Q05322,B06614,A,1.59,87.0,18.1,14.6,No Defect,Pass,10,Inspector 2
Q05323,B00522,A+,2.16,98.2,17.1,12.5,No Defect,Pass,25,Inspector 2
Q05324,B02566,A+,1.0,92.9,19.4,12.8,No Defect,Pass,2,Inspector 5
Q05325,B03551,B,1.66,89.2,23.1,9.9,Pinholes,Pass,26,Inspector 1
Q05326,B01719,B,1.17,86.4,32.4,12.1,Uneven Dye,Pass,15,Inspector 7
Q05327,B00195,A+,1.39,83.8,30.2,13.9,No Defect,Pass,14,Inspector 10
Q05328,B05085,A,1.13,98.4,19.7,14.1,No Defect,Pass,6,Inspector 4
Q05329,B03440,A,1.77,96.4,20.2,12.1,No Defect,Pass,25,Inspector 10
Q05330,B05697,A+,1.07,84.6,25.6,10.9,No Defect,Pass,1,Inspector 5
Q05331,B02934,B,2.19,83.9,29.2,10.0,Wrinkles,Pass,14,Inspector 8
Q05332,B07746,A,1.21,84.2,24.4,10.6,No Defect,Pass,11,Inspector 3
Q05333,B01610,Rejected,2.06,88.3,17.6,11.9,Loose Grain,Fail,27,Inspector 9
Q05334,B06657,A,1.28,80.5,19.2,10.2,No Defect,Pass,24,Inspector 8
Q05335,B04700,C,0.82,99.3,21.2,9.9,Pinholes,Pass,9,Inspector 6
Q05336,B00904,B,1.36,87.0,34.6,10.1,Uneven Dye,Pass,29,Inspector 4
Q05337,B02105,Rejected,0.89,92.3,22.9,11.4,Loose Grain,Fail,26,Inspector 10
Q05338,B07119,A,1.23,86.9,28.9,9.4,No Defect,Pass,11,Inspector 9
Q05339,B04579,A,1.43,80.4,24.6,13.4,No Defect,Pass,25,Inspector 9
Q05340,B06915,A,2.06,86.8,27.9,10.6,No Defect,Pass,9,Inspector 9
Q05341,B02304,C,2.16,93.5,29.6,8.1,Loose Grain,Pass,6,Inspector 6
Q05342,B04609,A,1.33,89.9,24.9,9.7,No Defect,Pass,13,Inspector 8
Q05343,B02265,A,1.46,86.0,18.7,13.4,No Defect,Pass,8,Inspector 4
Q05344,B06956,Rejected,2.16,89.2,20.2,13.9,Wrinkles,Fail,7,Inspector 10
Q05345,B04271,B,1.96,86.1,30.2,13.4,Uneven Dye,Pass,28,Inspector 3
Q05346,B00512,A+,1.63,81.4,16.4,10.3,No Defect,Pass,23,Inspector 9
Q05347,B07372,C,1.27,88.8,30.3,14.2,Uneven Dye,Pass,29,Inspector 10
Q05348,B00242,B,1.26,98.3,27.2,10.4,Uneven Dye,Pass,19,Inspector 6
Q05349,B06982,A+,1.91,91.6,22.4,13.7,No Defect,Pass,0,Inspector 10
Q05350,B07155,B,2.06,90.7,21.9,11.7,Pinholes,Pass,12,Inspector 2
Q05351,B05886,B,1.42,96.8,17.9,13.9,Uneven Dye,Pass,14,Inspector 8
Q05352,B04681,A,1.82,97.5,32.1,14.8,No Defect,Pass,0,Inspector 9
Q05353,B04455,A,1.54,89.2,25.2,13.8,No Defect,Pass,14,Inspector 1
Q05354,B06542,C,1.02,97.4,28.9,12.3,Pinholes,Pass,7,Inspector 8
Q05355,B02408,A,0.97,87.5,34.5,10.8,No Defect,Pass,10,Inspector 5
Q05356,B05967,A,1.17,87.9,15.3,11.8,No Defect,Pass,15,Inspector 2
Q05357,B04228,Rejected,1.73,98.6,29.2,10.5,Loose Grain,Fail,5,Inspector 1
Q05358,B04589,C,1.17,88.2,17.0,12.1,Uneven Dye,Pass,26,Inspector 1
Q05359,B04014,A,1.89,82.5,21.7,12.4,No Defect,Pass,4,Inspector 3
Q05360,B04766,A+,1.46,87.0,25.5,8.8,No Defect,Pass,2,Inspector 7
