Production_ID,Factory_ID,Production_Date,Leather_Type,Batch_No,Raw_Hides,Finished_Output,Waste_Percentage,Machine_Hours,Labor_Hours,Supervisor,Shift,Production_Status
PROD07498,Ambur Unit,2025-06-12,Goat,B07498,131,121,7.63,4.9,53.3,Supervisor 12,Night,Completed
PROD07499,Ranipet Unit,2025-08-24,Sheep,B07499,246,194,21.14,4.2,77.0,Supervisor 12,Night,Completed
PROD07500,Chennai Finishing,2024-11-26,Goat,B07500,407,370,9.09,10.4,29.9,Supervisor 10,Night,Running
PROD07501,Vaniyambadi Unit,2024-10-15,Buffalo,B07501,215,167,22.33,10.1,75.7,Supervisor 3,Night,Completed
PROD07502,Ranipet Unit,2024-02-01,Buffalo,B07502,588,451,23.3,10.8,62.5,Supervisor 7,Day,Completed
PROD07503,Vaniyambadi Unit,2025-08-20,Cow,B07503,665,611,8.12,4.8,66.7,Supervisor 5,Day,Completed
PROD07504,Ambur Unit,2024-12-05,Buffalo,B07504,854,691,19.09,9.5,67.9,Supervisor 12,Day,Completed
PROD07505,Ambur Unit,2025-02-11,Goat,B07505,143,134,6.29,10.9,69.7,Supervisor 12,Day,Running
PROD07506,Ambur Unit,2025-11-18,Buffalo,B07506,969,774,20.12,6.7,21.9,Supervisor 10,Night,Running
PROD07507,Chennai Finishing,2025-04-28,Buffalo,B07507,889,791,11.02,10.9,63.6,Supervisor 9,Day,Completed
PROD07508,Ambur Unit,2024-10-23,Cow,B07508,807,621,23.05,6.0,62.0,Supervisor 8,Night,Completed
PROD07509,Chennai Finishing,2024-07-24,Goat,B07509,522,418,19.92,11.6,70.2,Supervisor 12,Day,Completed
PROD07510,Ambur Unit,2024-04-07,Cow,B07510,392,350,10.71,8.2,38.2,Supervisor 9,Night,Completed
PROD07511,Ambur Unit,2024-08-09,Goat,B07511,736,684,7.07,7.0,46.4,Supervisor 11,Night,Running
PROD07512,Ranipet Unit,2024-08-14,Buffalo,B07512,342,284,16.96,6.0,46.6,Supervisor 4,Day,Running
PROD07513,Ambur Unit,2024-07-05,Goat,B07513,714,552,22.69,10.6,57.8,Supervisor 3,Day,Running
PROD07514,Vaniyambadi Unit,2025-02-16,Goat,B07514,505,415,17.82,10.9,26.2,Supervisor 11,Day,Completed
PROD07515,Vaniyambadi Unit,2024-01-16,Goat,B07515,953,742,22.14,8.6,58.4,Supervisor 9,Night,Running
PROD07516,Ranipet Unit,2025-11-17,Cow,B07516,793,641,19.17,9.7,27.9,Supervisor 3,Day,Running
PROD07517,Ranipet Unit,2024-05-31,Goat,B07517,172,130,24.42,7.0,53.6,Supervisor 3,Night,Completed
PROD07518,Ambur Unit,2025-03-22,Cow,B07518,964,910,5.6,8.6,55.0,Supervisor 3,Day,Completed
PROD07519,Ranipet Unit,2025-06-15,Goat,B07519,364,284,21.98,9.5,61.3,Supervisor 7,Night,Completed
PROD07520,Ambur Unit,2024-10-04,Cow,B07520,576,531,7.81,10.7,50.4,Supervisor 9,Night,Completed
PROD07521,Ambur Unit,2025-07-20,Goat,B07521,413,343,16.95,6.8,35.1,Supervisor 5,Night,Completed
PROD07522,Chennai Finishing,2025-06-06,Cow,B07522,404,380,5.94,4.6,74.1,Supervisor 1,Day,Running
PROD07523,Ambur Unit,2024-02-09,Goat,B07523,693,584,15.73,9.5,52.6,Supervisor 6,Day,Completed
PROD07524,Ranipet Unit,2025-04-18,Goat,B07524,217,194,10.6,4.6,69.2,Supervisor 11,Night,Running
PROD07525,Chennai Finishing,2025-02-17,Buffalo,B07525,383,316,17.49,5.6,58.3,Supervisor 5,Night,Running
PROD07526,Ambur Unit,2024-02-24,Buffalo,B07526,545,421,22.75,11.8,31.2,Supervisor 2,Night,Running
PROD07527,Ranipet Unit,2024-03-29,Buffalo,B07527,514,414,19.46,10.8,79.6,Supervisor 7,Night,Completed
PROD07528,Vaniyambadi Unit,2024-06-25,Goat,B07528,595,545,8.4,8.1,36.4,Supervisor 3,Night,Completed
PROD07529,Chennai Finishing,2024-02-07,Cow,B07529,764,623,18.46,7.0,34.5,Supervisor 5,Day,Running
PROD07530,Ambur Unit,2024-03-22,Buffalo,B07530,515,479,6.99,9.3,48.3,Supervisor 8,Day,Completed
PROD07531,Ranipet Unit,2024-01-25,Sheep,B07531,718,614,14.48,5.1,41.0,Supervisor 11,Night,Completed
PROD07532,Ambur Unit,2025-07-08,Goat,B07532,868,775,10.71,6.7,53.8,Supervisor 5,Night,Running
PROD07533,Chennai Finishing,2025-01-03,Buffalo,B07533,839,645,23.12,7.2,71.3,Supervisor 3,Day,Completed
PROD07534,Vaniyambadi Unit,2025-05-17,Buffalo,B07534,550,478,13.09,4.3,72.0,Supervisor 3,Day,Running
PROD07535,Ranipet Unit,2024-06-27,Cow,B07535,119,97,18.49,10.3,29.3,Supervisor 7,Day,Running
PROD07536,Chennai Finishing,2024-02-12,Sheep,B07536,747,652,12.72,4.2,61.1,Supervisor 11,Night,Completed
PROD07537,Ambur Unit,2024-06-20,Cow,B07537,702,659,6.13,10.1,66.5,Supervisor 4,Day,Running
PROD07538,Vaniyambadi Unit,2024-04-23,Sheep,B07538,429,339,20.98,4.9,34.5,Supervisor 10,Day,Completed
PROD07539,Vaniyambadi Unit,2024-07-31,Sheep,B07539,148,138,6.76,11.8,61.3,Supervisor 10,Night,Running
PROD07540,Vaniyambadi Unit,2025-09-29,Cow,B07540,372,337,9.41,5.4,63.4,Supervisor 12,Day,Completed
PROD07541,Ambur Unit,2025-05-12,Cow,B07541,788,661,16.12,5.8,36.9,Supervisor 1,Night,Completed
PROD07542,Vaniyambadi Unit,2024-05-04,Sheep,B07542,694,607,12.54,10.4,23.6,Supervisor 7,Day,Completed
PROD07543,Ambur Unit,2024-11-09,Buffalo,B07543,426,377,11.5,8.2,62.6,Supervisor 9,Night,Completed
PROD07544,Vaniyambadi Unit,2024-05-18,Sheep,B07544,371,286,22.91,4.2,34.7,Supervisor 10,Day,Running
PROD07545,Vaniyambadi Unit,2024-02-09,Buffalo,B07545,698,600,14.04,5.0,65.3,Supervisor 2,Day,Completed
PROD07546,Chennai Finishing,2025-06-30,Cow,B07546,739,584,20.97,11.4,30.9,Supervisor 10,Night,Running
PROD07547,Vaniyambadi Unit,2025-01-08,Sheep,B07547,422,374,11.37,5.2,32.8,Supervisor 2,Day,Completed
PROD07548,Vaniyambadi Unit,2025-09-29,Sheep,B07548,532,493,7.33,9.2,40.1,Supervisor 7,Night,Running
PROD07549,Ranipet Unit,2025-10-23,Goat,B07549,598,538,10.03,8.8,36.8,Supervisor 7,Day,Completed
PROD07550,Chennai Finishing,2024-01-25,Cow,B07550,945,795,15.87,8.0,71.1,Supervisor 4,Night,Completed
PROD07551,Ambur Unit,2024-10-01,Cow,B07551,890,705,20.79,7.6,67.6,Supervisor 10,Day,Completed
PROD07552,Vaniyambadi Unit,2025-05-28,Sheep,B07552,847,660,22.08,8.5,38.9,Supervisor 3,Day,Running
PROD07553,Vaniyambadi Unit,2025-01-13,Sheep,B07553,994,892,10.26,5.9,38.1,Supervisor 2,Day,Completed
PROD07554,Ambur Unit,2025-08-23,Cow,B07554,820,752,8.29,7.7,31.8,Supervisor 11,Night,Completed
PROD07555,Vaniyambadi Unit,2025-07-15,Sheep,B07555,504,447,11.31,10.7,21.0,Supervisor 12,Night,Running
PROD07556,Chennai Finishing,2024-07-02,Cow,B07556,277,226,18.41,6.2,30.8,Supervisor 2,Night,Completed
PROD07557,Ranipet Unit,2025-10-27,Sheep,B07557,465,354,23.87,9.5,40.3,Supervisor 7,Day,Running
PROD07558,Vaniyambadi Unit,2024-09-12,Cow,B07558,310,285,8.06,8.8,61.1,Supervisor 4,Day,Completed
PROD07559,Ranipet Unit,2025-01-24,Sheep,B07559,903,842,6.76,4.2,56.5,Supervisor 12,Day,Running
PROD07560,Vaniyambadi Unit,2025-07-19,Buffalo,B07560,349,316,9.46,11.8,23.6,Supervisor 2,Night,Running
PROD07561,Chennai Finishing,2024-12-28,Buffalo,B07561,806,612,24.07,4.2,27.2,Supervisor 9,Night,Completed
PROD07562,Ambur Unit,2024-11-08,Goat,B07562,344,303,11.92,11.7,44.1,Supervisor 5,Night,Running
PROD07563,Chennai Finishing,2024-12-15,Buffalo,B07563,707,534,24.47,5.3,29.7,Supervisor 5,Day,Completed
PROD07564,Ambur Unit,2024-10-11,Goat,B07564,399,306,23.31,6.7,45.0,Supervisor 5,Night,Running
PROD07565,Ambur Unit,2024-01-04,Cow,B07565,786,661,15.9,10.7,21.1,Supervisor 11,Day,Running
PROD07566,Ranipet Unit,2024-10-10,Buffalo,B07566,464,397,14.44,8.0,30.9,Supervisor 2,Night,Completed
PROD07567,Ranipet Unit,2024-06-16,Goat,B07567,789,612,22.43,8.7,32.6,Supervisor 7,Night,Running
PROD07568,Ambur Unit,2024-03-18,Cow,B07568,165,137,16.97,7.7,38.6,Supervisor 12,Night,Completed
PROD07569,Ranipet Unit,2024-09-22,Cow,B07569,730,641,12.19,6.9,48.3,Supervisor 12,Night,Running
PROD07570,Ranipet Unit,2025-04-26,Buffalo,B07570,916,847,7.53,4.9,61.7,Supervisor 8,Night,Completed
PROD07571,Chennai Finishing,2025-02-13,Sheep,B07571,893,697,21.95,9.5,38.8,Supervisor 4,Night,Completed
PROD07572,Ranipet Unit,2024-07-24,Buffalo,B07572,974,829,14.89,6.1,29.2,Supervisor 6,Day,Running
PROD07573,Ambur Unit,2024-12-25,Cow,B07573,518,440,15.06,10.2,52.0,Supervisor 6,Day,Completed
PROD07574,Ambur Unit,2025-05-11,Sheep,B07574,270,246,8.89,7.3,75.2,Supervisor 3,Day,Running
PROD07575,Vaniyambadi Unit,2025-01-16,Sheep,B07575,866,674,22.17,7.5,28.5,Supervisor 1,Night,Running
PROD07576,Ambur Unit,2024-07-16,Cow,B07576,680,524,22.94,8.5,25.3,Supervisor 4,Night,Completed
PROD07577,Vaniyambadi Unit,2025-05-19,Cow,B07577,851,782,8.11,4.4,29.0,Supervisor 4,Night,Completed
PROD07578,Vaniyambadi Unit,2024-12-16,Goat,B07578,903,760,15.84,11.2,60.7,Supervisor 5,Day,Running
PROD07579,Ranipet Unit,2025-08-18,Goat,B07579,257,210,18.29,10.2,26.6,Supervisor 10,Day,Completed
PROD07580,Vaniyambadi Unit,2025-07-12,Goat,B07580,944,804,14.83,9.9,21.9,Supervisor 3,Night,Running
PROD07581,Ranipet Unit,2024-02-22,Sheep,B07581,849,753,11.31,9.6,21.9,Supervisor 8,Day,Running
PROD07582,Vaniyambadi Unit,2025-09-25,Buffalo,B07582,933,861,7.72,10.3,43.1,Supervisor 9,Night,Running
PROD07583,Vaniyambadi Unit,2024-05-29,Buffalo,B07583,569,537,5.62,7.7,54.4,Supervisor 3,Day,Completed
PROD07584,Ranipet Unit,2024-01-24,Goat,B07584,752,572,23.94,10.4,48.6,Supervisor 3,Night,Running
PROD07585,Ambur Unit,2024-06-25,Cow,B07585,141,119,15.6,7.7,73.4,Supervisor 3,Day,Running
PROD07586,Ranipet Unit,2025-08-20,Cow,B07586,125,117,6.4,5.0,53.7,Supervisor 10,Day,Running
PROD07587,Ambur Unit,2024-08-23,Cow,B07587,965,788,18.34,6.9,52.8,Supervisor 4,Night,Completed
PROD07588,Ambur Unit,2025-11-10,Cow,B07588,385,360,6.49,5.7,59.2,Supervisor 4,Night,Completed
PROD07589,Ranipet Unit,2025-01-27,Cow,B07589,948,804,15.19,7.4,20.3,Supervisor 7,Day,Running
PROD07590,Chennai Finishing,2024-04-04,Goat,B07590,961,738,23.2,4.2,56.3,Supervisor 5,Night,Completed
PROD07591,Ranipet Unit,2024-04-09,Sheep,B07591,213,165,22.54,5.8,54.4,Supervisor 8,Day,Running
PROD07592,Ranipet Unit,2025-09-09,Buffalo,B07592,876,825,5.82,12.0,47.4,Supervisor 11,Day,Completed
PROD07593,Ambur Unit,2025-07-09,Goat,B07593,839,663,20.98,9.1,45.9,Supervisor 5,Day,Running
PROD07594,Ranipet Unit,2024-03-11,Sheep,B07594,505,413,18.22,7.8,42.2,Supervisor 3,Day,Completed
PROD07595,Chennai Finishing,2024-10-03,Sheep,B07595,537,438,18.44,11.5,69.1,Supervisor 7,Day,Completed
PROD07596,Ambur Unit,2024-09-14,Sheep,B07596,899,751,16.46,10.4,31.9,Supervisor 10,Night,Running
PROD07597,Ranipet Unit,2025-10-25,Sheep,B07597,673,512,23.92,5.8,62.3,Supervisor 5,Day,Running
PROD07598,Vaniyambadi Unit,2025-11-03,Sheep,B07598,350,265,24.29,5.9,48.8,Supervisor 3,Night,Completed
PROD07599,Vaniyambadi Unit,2025-08-01,Cow,B07599,863,749,13.21,9.4,46.1,Supervisor 10,Night,Running
PROD07600,Chennai Finishing,2025-05-12,Buffalo,B07600,179,139,22.35,8.7,63.8,Supervisor 11,Night,Running
PROD07601,Vaniyambadi Unit,2025-05-13,Goat,B07601,782,622,20.46,4.3,29.4,Supervisor 12,Night,Completed
PROD07602,Ranipet Unit,2024-02-02,Cow,B07602,939,846,9.9,10.5,77.2,Supervisor 11,Night,Completed
PROD07603,Ranipet Unit,2024-11-23,Sheep,B07603,245,196,20.0,7.3,52.0,Supervisor 12,Day,Completed
PROD07604,Chennai Finishing,2024-02-09,Sheep,B07604,428,328,23.36,7.8,51.3,Supervisor 7,Night,Completed
PROD07605,Chennai Finishing,2025-07-11,Sheep,B07605,915,771,15.74,7.6,56.2,Supervisor 12,Night,Completed
PROD07606,Ambur Unit,2025-09-13,Buffalo,B07606,839,661,21.22,5.9,66.3,Supervisor 3,Night,Running
PROD07607,Vaniyambadi Unit,2024-06-14,Sheep,B07607,954,805,15.62,9.4,72.1,Supervisor 3,Day,Completed
PROD07608,Ambur Unit,2025-04-17,Goat,B07608,319,293,8.15,9.4,45.9,Supervisor 2,Day,Running
PROD07609,Chennai Finishing,2024-10-15,Goat,B07609,430,397,7.67,7.5,61.8,Supervisor 7,Day,Completed
PROD07610,Vaniyambadi Unit,2024-03-18,Cow,B07610,205,170,17.07,8.9,52.3,Supervisor 12,Day,Completed
PROD07611,Ranipet Unit,2024-02-17,Cow,B07611,396,365,7.83,6.5,44.1,Supervisor 8,Day,Completed
PROD07612,Chennai Finishing,2024-05-08,Buffalo,B07612,545,483,11.38,5.3,72.2,Supervisor 1,Day,Completed
PROD07613,Chennai Finishing,2025-08-07,Goat,B07613,513,394,23.2,5.7,37.8,Supervisor 3,Night,Completed
PROD07614,Ranipet Unit,2025-02-05,Cow,B07614,834,690,17.27,4.2,25.5,Supervisor 6,Night,Completed
PROD07615,Chennai Finishing,2024-07-02,Sheep,B07615,507,424,16.37,6.6,69.2,Supervisor 1,Day,Running
PROD07616,Ambur Unit,2025-03-01,Goat,B07616,530,466,12.08,4.1,48.4,Supervisor 7,Night,Running
PROD07617,Ranipet Unit,2025-04-14,Goat,B07617,592,547,7.6,4.5,46.8,Supervisor 5,Night,Completed
PROD07618,Ranipet Unit,2025-11-13,Cow,B07618,271,220,18.82,9.2,23.3,Supervisor 10,Day,Running
PROD07619,Ambur Unit,2024-10-17,Cow,B07619,994,787,20.82,4.5,36.1,Supervisor 5,Night,Completed
PROD07620,Chennai Finishing,2025-03-09,Buffalo,B07620,991,853,13.93,6.7,53.3,Supervisor 4,Night,Completed
PROD07621,Ranipet Unit,2025-06-09,Sheep,B07621,149,135,9.4,9.5,60.8,Supervisor 10,Day,Completed
PROD07622,Vaniyambadi Unit,2025-05-12,Buffalo,B07622,851,778,8.58,4.1,32.0,Supervisor 1,Night,Running
PROD07623,Chennai Finishing,2024-06-08,Cow,B07623,699,581,16.88,11.1,42.5,Supervisor 4,Night,Completed
PROD07624,Chennai Finishing,2024-08-25,Cow,B07624,631,492,22.03,7.2,63.1,Supervisor 4,Night,Completed
PROD07625,Chennai Finishing,2025-05-29,Buffalo,B07625,426,330,22.54,7.6,57.6,Supervisor 6,Night,Running
PROD07626,Ambur Unit,2024-10-17,Buffalo,B07626,512,485,5.27,6.5,75.1,Supervisor 5,Day,Running
PROD07627,Ranipet Unit,2025-11-24,Buffalo,B07627,771,699,9.34,10.3,69.8,Supervisor 9,Night,Completed
PROD07628,Chennai Finishing,2025-02-14,Goat,B07628,304,279,8.22,9.1,48.7,Supervisor 9,Day,Running
PROD07629,Ranipet Unit,2024-04-09,Goat,B07629,129,111,13.95,8.1,40.6,Supervisor 4,Day,Running
PROD07630,Ranipet Unit,2025-11-10,Buffalo,B07630,511,388,24.07,7.5,50.7,Supervisor 10,Day,Running
PROD07631,Chennai Finishing,2024-04-13,Sheep,B07631,683,560,18.01,5.0,50.2,Supervisor 6,Night,Running
PROD07632,Ambur Unit,2025-01-15,Sheep,B07632,376,293,22.07,12.0,74.7,Supervisor 9,Night,Running
PROD07633,Ranipet Unit,2024-07-01,Goat,B07633,257,242,5.84,8.9,68.5,Supervisor 3,Night,Running
PROD07634,Ambur Unit,2024-06-29,Buffalo,B07634,191,166,13.09,10.4,52.7,Supervisor 6,Day,Completed
PROD07635,Ranipet Unit,2024-06-19,Goat,B07635,328,266,18.9,8.2,61.0,Supervisor 6,Day,Running
PROD07636,Ranipet Unit,2024-05-04,Cow,B07636,616,485,21.27,8.9,63.8,Supervisor 11,Night,Completed
PROD07637,Ranipet Unit,2025-02-15,Buffalo,B07637,556,506,8.99,8.1,40.8,Supervisor 7,Night,Completed
PROD07638,Vaniyambadi Unit,2024-12-21,Goat,B07638,795,610,23.27,9.2,59.3,Supervisor 12,Day,Completed
PROD07639,Chennai Finishing,2025-06-30,Buffalo,B07639,584,551,5.65,5.6,75.0,Supervisor 9,Day,Completed
PROD07640,Vaniyambadi Unit,2024-11-15,Buffalo,B07640,923,706,23.51,4.0,30.2,Supervisor 5,Day,Running
PROD07641,Chennai Finishing,2025-06-23,Goat,B07641,979,888,9.3,11.3,73.3,Supervisor 9,Night,Completed
PROD07642,Ambur Unit,2025-01-19,Cow,B07642,143,132,7.69,9.1,31.7,Supervisor 12,Day,Running
PROD07643,Vaniyambadi Unit,2024-04-27,Goat,B07643,694,598,13.83,6.6,61.8,Supervisor 3,Night,Completed
PROD07644,Ranipet Unit,2024-04-14,Sheep,B07644,952,815,14.39,6.4,42.9,Supervisor 6,Day,Completed
PROD07645,Vaniyambadi Unit,2025-07-05,Goat,B07645,188,164,12.77,9.4,21.6,Supervisor 5,Night,Running
PROD07646,Ranipet Unit,2024-04-01,Goat,B07646,826,782,5.33,5.4,38.8,Supervisor 7,Night,Completed
PROD07647,Vaniyambadi Unit,2025-01-02,Buffalo,B07647,660,563,14.7,10.2,30.6,Supervisor 2,Night,Running
PROD07648,Ambur Unit,2024-11-07,Sheep,B07648,299,283,5.35,7.3,70.5,Supervisor 8,Day,Completed
PROD07649,Ranipet Unit,2024-10-13,Cow,B07649,187,159,14.97,5.8,67.1,Supervisor 1,Day,Completed
PROD07650,Ambur Unit,2024-07-10,Buffalo,B07650,304,266,12.5,10.3,39.7,Supervisor 10,Day,Running
PROD07651,Chennai Finishing,2024-05-22,Buffalo,B07651,168,154,8.33,5.7,58.0,Supervisor 11,Day,Completed
PROD07652,Chennai Finishing,2025-08-16,Buffalo,B07652,329,261,20.67,5.4,60.3,Supervisor 2,Night,Running
PROD07653,Chennai Finishing,2025-10-25,Cow,B07653,872,668,23.39,4.9,64.8,Supervisor 3,Night,Completed
PROD07654,Vaniyambadi Unit,2024-06-12,Goat,B07654,841,656,22.0,6.6,47.3,Supervisor 5,Night,Running
PROD07655,Vaniyambadi Unit,2025-01-14,Buffalo,B07655,443,387,12.64,7.0,24.7,Supervisor 12,Day,Completed
PROD07656,Chennai Finishing,2025-09-06,Sheep,B07656,851,712,16.33,10.8,62.2,Supervisor 2,Day,Completed
PROD07657,Ranipet Unit,2024-10-17,Goat,B07657,102,78,23.53,6.3,72.5,Supervisor 5,Night,Completed
PROD07658,Chennai Finishing,2025-02-09,Cow,B07658,536,425,20.71,9.8,35.9,Supervisor 12,Day,Running
PROD07659,Chennai Finishing,2025-09-29,Buffalo,B07659,423,366,13.48,10.7,23.8,Supervisor 11,Day,Completed
PROD07660,Chennai Finishing,2024-04-21,Sheep,B07660,441,394,10.66,10.1,54.1,Supervisor 10,Night,Completed
PROD07661,Ranipet Unit,2025-02-02,Sheep,B07661,677,627,7.39,10.1,38.0,Supervisor 9,Night,Running
PROD07662,Vaniyambadi Unit,2024-04-05,Sheep,B07662,439,374,14.81,6.6,61.1,Supervisor 1,Night,Running
PROD07663,Vaniyambadi Unit,2024-06-06,Goat,B07663,597,448,24.96,6.7,40.7,Supervisor 8,Night,Completed
PROD07664,Ranipet Unit,2025-09-18,Sheep,B07664,934,744,20.34,7.4,70.4,Supervisor 11,Day,Completed
PROD07665,Ambur Unit,2024-08-02,Buffalo,B07665,475,419,11.79,6.3,75.7,Supervisor 3,Day,Completed
PROD07666,Vaniyambadi Unit,2024-09-10,Sheep,B07666,467,354,24.2,10.7,49.1,Supervisor 11,Night,Running
PROD07667,Chennai Finishing,2025-04-29,Buffalo,B07667,975,789,19.08,9.9,56.4,Supervisor 12,Day,Completed
PROD07668,Vaniyambadi Unit,2024-02-02,Sheep,B07668,149,117,21.48,7.2,33.8,Supervisor 11,Night,Running
PROD07669,Vaniyambadi Unit,2025-07-19,Cow,B07669,216,191,11.57,6.4,37.1,Supervisor 5,Day,Running
PROD07670,Ambur Unit,2025-05-13,Buffalo,B07670,531,488,8.1,8.8,63.1,Supervisor 9,Night,Running
PROD07671,Ranipet Unit,2025-05-15,Goat,B07671,297,268,9.76,7.2,69.5,Supervisor 4,Night,Completed
PROD07672,Chennai Finishing,2025-06-23,Buffalo,B07672,763,594,22.15,6.1,51.5,Supervisor 11,Day,Completed
PROD07673,Vaniyambadi Unit,2024-09-30,Cow,B07673,322,254,21.12,10.4,21.2,Supervisor 2,Day,Completed
PROD07674,Chennai Finishing,2025-11-22,Cow,B07674,670,566,15.52,9.0,65.3,Supervisor 8,Day,Completed
PROD07675,Vaniyambadi Unit,2024-03-03,Sheep,B07675,286,271,5.24,9.9,32.0,Supervisor 4,Night,Completed
PROD07676,Vaniyambadi Unit,2024-09-22,Goat,B07676,387,298,23.0,12.0,77.3,Supervisor 12,Night,Completed
PROD07677,Ranipet Unit,2024-07-28,Cow,B07677,209,167,20.1,9.4,49.1,Supervisor 11,Day,Completed
PROD07678,Ambur Unit,2024-02-25,Sheep,B07678,130,102,21.54,7.5,48.8,Supervisor 11,Night,Running
PROD07679,Ranipet Unit,2024-11-09,Sheep,B07679,482,397,17.63,10.1,30.4,Supervisor 1,Day,Running
PROD07680,Ranipet Unit,2025-04-30,Goat,B07680,716,623,12.99,6.0,51.0,Supervisor 11,Day,Completed
PROD07681,Vaniyambadi Unit,2025-10-11,Cow,B07681,838,760,9.31,5.0,71.5,Supervisor 3,Day,Completed
PROD07682,Ranipet Unit,2024-01-08,Cow,B07682,276,244,11.59,9.8,43.6,Supervisor 7,Day,Completed
PROD07683,Vaniyambadi Unit,2024-03-04,Cow,B07683,552,477,13.59,10.4,60.7,Supervisor 6,Night,Completed
PROD07684,Chennai Finishing,2024-04-08,Buffalo,B07684,579,498,13.99,9.4,51.8,Supervisor 9,Night,Completed
PROD07685,Chennai Finishing,2025-03-12,Buffalo,B07685,788,599,23.98,11.4,61.7,Supervisor 10,Day,Running
PROD07686,Chennai Finishing,2025-07-12,Cow,B07686,261,242,7.28,11.2,64.0,Supervisor 11,Night,Completed
PROD07687,Ranipet Unit,2025-02-24,Buffalo,B07687,449,414,7.8,4.3,51.8,Supervisor 10,Night,Running
PROD07688,Vaniyambadi Unit,2024-10-22,Buffalo,B07688,546,472,13.55,10.1,26.6,Supervisor 5,Day,Running
PROD07689,Ranipet Unit,2025-08-07,Goat,B07689,466,376,19.31,10.9,53.7,Supervisor 10,Day,Completed
PROD07690,Vaniyambadi Unit,2024-05-13,Buffalo,B07690,540,483,10.56,6.4,30.7,Supervisor 9,Night,Running
PROD07691,Vaniyambadi Unit,2025-10-16,Sheep,B07691,569,448,21.27,6.5,54.2,Supervisor 4,Day,Running
PROD07692,Chennai Finishing,2025-07-18,Sheep,B07692,870,781,10.23,8.0,61.7,Supervisor 2,Day,Running
PROD07693,Chennai Finishing,2025-08-02,Sheep,B07693,185,155,16.22,6.7,23.3,Supervisor 4,Night,Running
PROD07694,Chennai Finishing,2024-11-02,Buffalo,B07694,881,817,7.26,8.9,24.6,Supervisor 10,Day,Completed
PROD07695,Ambur Unit,2025-11-26,Buffalo,B07695,398,314,21.11,4.3,78.8,Supervisor 3,Day,Running
PROD07696,Ambur Unit,2024-04-29,Sheep,B07696,472,441,6.57,9.1,54.2,Supervisor 3,Day,Running
PROD07697,Chennai Finishing,2025-02-27,Goat,B07697,945,855,9.52,4.6,48.7,Supervisor 5,Day,Running
PROD07698,Ambur Unit,2025-01-23,Goat,B07698,829,756,8.81,9.1,65.5,Supervisor 1,Night,Running
PROD07699,Chennai Finishing,2025-09-02,Goat,B07699,659,495,24.89,5.9,38.0,Supervisor 10,Night,Running
PROD07700,Vaniyambadi Unit,2025-11-21,Buffalo,B07700,710,582,18.03,5.2,37.9,Supervisor 2,Day,Running
PROD07701,Chennai Finishing,2025-04-30,Buffalo,B07701,547,424,22.49,10.6,20.0,Supervisor 11,Day,Running
PROD07702,Ranipet Unit,2025-07-13,Buffalo,B07702,763,662,13.24,6.6,42.2,Supervisor 9,Day,Completed
PROD07703,Chennai Finishing,2024-03-29,Buffalo,B07703,504,421,16.47,8.4,26.3,Supervisor 7,Night,Completed
PROD07704,Ambur Unit,2025-08-04,Sheep,B07704,327,257,21.41,5.6,73.7,Supervisor 6,Night,Completed
PROD07705,Ranipet Unit,2025-09-21,Cow,B07705,952,727,23.63,11.6,20.8,Supervisor 4,Day,Running
PROD07706,Ranipet Unit,2024-05-16,Goat,B07706,758,593,21.77,9.8,48.5,Supervisor 5,Day,Completed
PROD07707,Ambur Unit,2024-11-17,Buffalo,B07707,254,235,7.48,10.4,57.5,Supervisor 2,Day,Running
PROD07708,Ranipet Unit,2025-07-25,Buffalo,B07708,639,537,15.96,11.5,46.8,Supervisor 6,Night,Completed
PROD07709,Ambur Unit,2024-02-02,Cow,B07709,309,242,21.68,5.5,71.1,Supervisor 4,Day,Running
PROD07710,Vaniyambadi Unit,2024-12-18,Cow,B07710,872,706,19.04,4.5,80.0,Supervisor 11,Day,Completed
PROD07711,Ambur Unit,2024-01-04,Goat,B07711,933,811,13.08,5.7,74.2,Supervisor 1,Night,Completed
PROD07712,Vaniyambadi Unit,2025-07-11,Buffalo,B07712,885,748,15.48,5.1,59.2,Supervisor 9,Day,Running
PROD07713,Vaniyambadi Unit,2024-06-22,Cow,B07713,402,335,16.67,7.7,47.2,Supervisor 2,Night,Completed
PROD07714,Chennai Finishing,2025-02-10,Buffalo,B07714,589,479,18.68,8.1,46.4,Supervisor 7,Night,Running
PROD07715,Chennai Finishing,2025-02-08,Buffalo,B07715,490,406,17.14,9.9,76.9,Supervisor 4,Day,Running
PROD07716,Vaniyambadi Unit,2024-10-12,Cow,B07716,359,334,6.96,4.5,55.9,Supervisor 6,Day,Completed
PROD07717,Chennai Finishing,2025-10-12,Sheep,B07717,670,594,11.34,11.4,39.8,Supervisor 6,Night,Completed
PROD07718,Vaniyambadi Unit,2024-11-27,Buffalo,B07718,423,396,6.38,11.0,23.6,Supervisor 7,Night,Running
PROD07719,Chennai Finishing,2025-06-04,Goat,B07719,708,604,14.69,5.1,72.8,Supervisor 6,Night,Running
PROD07720,Vaniyambadi Unit,2024-07-20,Goat,B07720,894,740,17.23,6.1,43.7,Supervisor 3,Day,Running
PROD07721,Ambur Unit,2025-06-17,Sheep,B07721,657,554,15.68,4.1,48.6,Supervisor 9,Day,Completed
