Transaction_ID,Order_ID,Revenue,Raw_Material_Cost,Labor_Cost,Power_Cost,Transport_Cost,Profit,Profit_Margin,Payment_Status
TXN02372,ORD02372,1859170,903378.45,239406.31,89845.19,115246.69,511293.36,27.5,Pending
TXN02373,ORD02373,2974106,1269513.21,275423.54,147550.6,150966.22,1130652.42,38.02,Pending
TXN02374,ORD02374,436491,167239.21,55708.92,23700.14,33890.39,155952.35,35.73,Pending
TXN02375,ORD02375,580330,248211.05,58285.11,30357.32,21960.75,221515.77,38.17,Paid
TXN02376,ORD02376,2016435,938482.63,298088.09,45379.92,106375.91,628108.46,31.15,Paid
TXN02377,ORD02377,1658941,810987.82,143806.75,53081.2,91497.5,559567.73,33.73,Paid
TXN02378,ORD02378,2513346,1035962.5,371685.7,88190.8,93467.64,924039.36,36.77,Pending
TXN02379,ORD02379,1505598,593664.29,140574.74,56702.01,118313.91,596343.06,39.61,Pending
TXN02380,ORD02380,323844,136882.61,26230.36,11120.45,21560.98,128049.6,39.54,Pending
TXN02381,ORD02381,682967,290741.28,67245.92,35220.03,43162.74,246597.02,36.11,Pending
TXN02382,ORD02382,2021239,1007908.8,246399.61,82838.87,143772.19,540319.54,26.73,Paid
TXN02383,ORD02383,2415651,953384.91,283486.9,90629.74,148580.75,939568.69,38.9,Paid
TXN02384,ORD02384,1614140,772843.96,141796.63,88294.32,92445.58,518759.5,32.14,Paid
TXN02385,ORD02385,1200591,587856.7,105653.89,29811.49,85369.6,391899.32,32.64,Pending
TXN02386,ORD02386,2042395,883905.62,174466.09,105538.66,156324.02,722160.61,35.36,Paid
TXN02387,ORD02387,1068625,509049.34,115396.69,27098.77,83994.69,333085.51,31.17,Pending
TXN02388,ORD02388,515563,205779.85,61461.62,16109.01,39477.14,192735.38,37.38,Pending
TXN02389,ORD02389,992099,397938.22,110992.61,48703.77,48095.31,386369.09,38.94,Paid
TXN02390,ORD02390,2005746,705803.94,233472.88,92650.18,115505.53,858313.48,42.79,Pending
TXN02391,ORD02391,554484,269153.58,47710.32,14784.77,30017.05,192818.28,34.77,Paid
TXN02392,ORD02392,1046679,439371.47,86393.47,28795.11,68460.71,423658.23,40.48,Pending
TXN02393,ORD02393,2493490,947320.27,265437.1,101232.46,157184.56,1022315.6,41.0,Pending
TXN02394,ORD02394,1470392,711423.18,184900.96,41304.54,46806.45,485956.88,33.05,Paid
TXN02395,ORD02395,985651,467713.04,88856.37,35481.25,49380.9,344219.45,34.92,Pending
TXN02396,ORD02396,916342,448101.61,85324.08,43851.56,45539.79,293524.95,32.03,Paid
TXN02397,ORD02397,2409410,998122.59,256548.9,110512.15,186760.4,857465.95,35.59,Pending
TXN02398,ORD02398,1565540,768074.44,166143.25,39341.19,99706.16,492274.96,31.44,Paid
TXN02399,ORD02399,2694340,1061059.46,288637.36,155219.04,207603.99,981820.15,36.44,Pending
TXN02400,ORD02400,1873357,876785.3,172275.18,105824.48,72727.49,645744.55,34.47,Pending
TXN02401,ORD02401,1463697,573561.98,127901.63,75059.17,114565.97,572608.24,39.12,Paid
TXN02402,ORD02402,339227,121177.84,50387.58,17249.88,21671.06,128740.64,37.95,Pending
TXN02403,ORD02403,1276869,457819.04,116098.98,59284.27,41019.32,602647.39,47.2,Paid
TXN02404,ORD02404,1506854,563228.16,196535.95,81381.45,99291.09,566417.35,37.59,Paid
TXN02405,ORD02405,2683493,1249129.33,300095.24,136224.61,167711.72,830332.1,30.94,Pending
TXN02406,ORD02406,1596868,739248.16,230162.69,71411.25,92309.88,463736.02,29.04,Paid
TXN02407,ORD02407,1841536,826640.07,254251.48,79592.75,62602.35,618449.34,33.58,Pending
TXN02408,ORD02408,2984038,1159294.77,359058.3,125364.99,188316.16,1152003.77,38.61,Pending
TXN02409,ORD02409,2648904,1061099.01,282497.66,157206.49,184937.01,963163.82,36.36,Pending
TXN02410,ORD02410,1344670,568525.2,161203.4,40251.44,51377.34,523312.62,38.92,Pending
TXN02411,ORD02411,2545653,1138235.25,277351.78,124985.39,140196.92,864883.66,33.97,Paid
TXN02412,ORD02412,1733375,866485.43,257594.4,79536.97,76995.45,452762.76,26.12,Pending
TXN02413,ORD02413,2734528,1042143.0,376112.63,106415.43,152529.52,1057327.42,38.67,Pending
TXN02414,ORD02414,2178548,993951.3,279755.78,127170.26,80303.6,697367.07,32.01,Paid
TXN02415,ORD02415,2037825,863859.81,281327.32,91165.21,107907.15,693565.52,34.03,Paid
TXN02416,ORD02416,562238,199722.2,45504.33,27738.56,36610.99,252661.92,44.94,Paid
TXN02417,ORD02417,2130026,896420.46,234327.49,64712.38,117683.35,816882.31,38.35,Pending
TXN02418,ORD02418,2605645,1274324.44,232579.82,125140.37,98192.75,875407.62,33.6,Pending
TXN02419,ORD02419,207822,77955.97,17497.84,6392.27,7434.39,98541.53,47.42,Paid
TXN02420,ORD02420,324116,129436.26,45375.33,19358.31,17755.97,112190.14,34.61,Paid
TXN02421,ORD02421,2285593,846512.97,225881.62,94349.12,77386.61,1041462.68,45.57,Pending
TXN02422,ORD02422,1567038,589118.07,146866.25,40531.47,90253.76,700268.44,44.69,Paid
TXN02423,ORD02423,356048,177516.3,32772.4,9229.87,15318.52,121210.92,34.04,Pending
TXN02424,ORD02424,1725545,618617.61,245205.87,92961.06,65404.08,703356.37,40.76,Paid
TXN02425,ORD02425,789416,338856.89,99217.75,43081.13,53981.04,254279.19,32.21,Paid
TXN02426,ORD02426,2771189,970198.05,241663.48,165017.94,143456.14,1250853.39,45.14,Paid
TXN02427,ORD02427,1947580,852147.28,247396.44,113344.25,132021.4,602670.63,30.94,Pending
TXN02428,ORD02428,1920096,923654.8,228969.03,92773.4,141267.61,533431.17,27.78,Paid
TXN02429,ORD02429,2614380,989040.53,326955.17,97305.25,105539.24,1095539.81,41.9,Paid
TXN02430,ORD02430,1993368,848571.07,275007.86,116786.7,76979.35,676023.01,33.91,Paid
TXN02431,ORD02431,2342821,822151.83,331786.89,59800.18,142310.73,986771.37,42.12,Paid
TXN02432,ORD02432,2671506,1078902.13,278032.77,63476.52,122536.83,1128557.76,42.24,Paid
TXN02433,ORD02433,1037107,487218.08,134516.6,57496.28,42826.09,315049.95,30.38,Pending
TXN02434,ORD02434,2942641,1090714.73,398992.74,114294.36,206540.62,1132098.55,38.47,Paid
TXN02435,ORD02435,2473197,989648.92,361854.74,112365.49,191230.62,818097.22,33.08,Paid
TXN02436,ORD02436,1009024,382407.24,139206.76,31176.96,37164.63,419068.41,41.53,Paid
TXN02437,ORD02437,2544485,963376.17,230179.26,67279.83,145515.1,1138134.65,44.73,Paid
TXN02438,ORD02438,1346018,483748.0,169817.38,33368.18,48383.58,610700.87,45.37,Pending
TXN02439,ORD02439,2356269,1130894.94,267930.81,73642.77,169563.15,714237.34,30.31,Pending
TXN02440,ORD02440,1515926,744036.29,193360.99,90408.35,47146.97,440973.4,29.09,Pending
TXN02441,ORD02441,820693,396219.23,97398.12,46924.36,27994.41,252156.88,30.72,Pending
TXN02442,ORD02442,2729109,1259284.77,326635.62,112801.94,132937.51,897449.16,32.88,Pending
TXN02443,ORD02443,249639,105615.73,27746.33,5492.73,19683.61,91100.59,36.49,Pending
TXN02444,ORD02444,2291530,973480.29,332414.49,54601.39,77642.47,853391.36,37.24,Paid
TXN02445,ORD02445,1632877,788023.27,159576.31,32823.74,81664.46,570789.21,34.96,Pending
TXN02446,ORD02446,1028977,476369.6,154195.81,49555.26,33148.87,315707.46,30.68,Paid
TXN02447,ORD02447,439106,162394.6,61550.46,13073.95,26656.16,175430.84,39.95,Pending
TXN02448,ORD02448,2422517,1017563.16,319316.22,139305.76,134444.31,811887.54,33.51,Pending
TXN02449,ORD02449,1835344,752546.05,225594.53,99121.73,59386.43,698695.25,38.07,Paid
TXN02450,ORD02450,1748261,863603.76,148364.24,36979.41,123811.02,575502.58,32.92,Pending
TXN02451,ORD02451,2410224,1127179.86,345344.62,112942.17,152074.7,672682.65,27.91,Pending
TXN02452,ORD02452,758101,286540.97,101409.16,29296.98,27577.04,313276.85,41.32,Paid
TXN02453,ORD02453,2549993,893093.08,300085.62,142226.64,79727.48,1134860.18,44.5,Pending
TXN02454,ORD02454,1213624,461210.08,161553.71,54405.76,86047.16,450407.29,37.11,Pending
TXN02455,ORD02455,799339,375848.37,90740.83,23534.31,53187.01,256028.49,32.03,Paid
TXN02456,ORD02456,2166058,1080446.29,226150.98,86838.37,138985.19,633637.17,29.25,Paid
TXN02457,ORD02457,2599802,1056566.3,226551.05,122240.12,96297.91,1098146.62,42.24,Pending
TXN02458,ORD02458,1002038,410442.7,112962.89,28924.21,47142.4,402565.79,40.17,Pending
TXN02459,ORD02459,2890570,1210959.23,378886.2,152294.73,138238.81,1010191.03,34.95,Pending
TXN02460,ORD02460,1839484,764838.07,275681.17,102327.76,146966.33,549670.67,29.88,Paid
TXN02461,ORD02461,1289723,616934.54,169685.24,67687.17,66299.67,369116.38,28.62,Pending
TXN02462,ORD02462,2158606,1015439.17,176802.35,115573.56,65081.92,785709.0,36.4,Pending
TXN02463,ORD02463,1394157,579465.36,132826.28,83206.37,53090.19,545568.8,39.13,Pending
TXN02464,ORD02464,137444,64321.17,19441.34,4064.73,5240.1,44376.67,32.29,Pending
TXN02465,ORD02465,888919,390685.36,114679.51,37885.31,45041.91,300626.92,33.82,Paid
TXN02466,ORD02466,2578150,1241814.02,277376.44,57473.21,92754.23,908732.11,35.25,Pending
TXN02467,ORD02467,738737,363720.4,104324.97,34256.64,30542.03,205892.95,27.87,Paid
TXN02468,ORD02468,419944,168787.64,61335.43,14916.99,25078.36,149825.59,35.68,Paid
TXN02469,ORD02469,137384,65673.36,16053.15,6263.49,10152.52,39241.48,28.56,Paid
TXN02470,ORD02470,1126469,449917.05,99543.85,57601.42,76802.29,442604.38,39.29,Paid
TXN02471,ORD02471,2150257,760936.7,187161.91,59302.65,121775.16,1021080.59,47.49,Paid
TXN02472,ORD02472,1891460,788614.08,258036.01,96171.02,60523.79,688115.1,36.38,Pending
TXN02473,ORD02473,1244923,474585.35,127772.45,59851.82,97389.15,485324.23,38.98,Paid
TXN02474,ORD02474,599455,210541.95,67223.02,25347.3,24320.11,272022.62,45.38,Pending
TXN02475,ORD02475,1922765,678961.54,239205.82,73171.39,69623.38,861802.86,44.82,Pending
TXN02476,ORD02476,760734,293046.59,63253.64,38143.08,48134.42,318156.26,41.82,Paid
TXN02477,ORD02477,2280846,1016681.45,291797.77,60302.29,112343.02,799721.46,35.06,Paid
TXN02478,ORD02478,2304417,817140.33,258677.51,64249.13,102295.86,1062054.18,46.09,Pending
TXN02479,ORD02479,524840,223742.25,42763.26,16355.05,19121.16,222858.28,42.46,Pending
TXN02480,ORD02480,1867210,893000.88,203755.18,103605.78,78933.65,587914.52,31.49,Paid
TXN02481,ORD02481,435187,215549.3,38723.67,17877.01,18276.64,144760.39,33.26,Paid
TXN02482,ORD02482,1981607,804749.46,181136.63,40977.58,60001.51,894741.82,45.15,Paid
TXN02483,ORD02483,2641215,1301837.02,361887.17,56750.75,209352.15,711387.93,26.93,Pending
TXN02484,ORD02484,1109299,437378.73,156254.98,46051.82,42184.6,427428.86,38.53,Paid
TXN02485,ORD02485,1396721,538110.43,188530.69,62404.89,94703.41,512971.58,36.73,Paid
TXN02486,ORD02486,1930023,770763.77,222481.0,110940.37,113396.98,712440.89,36.91,Paid
TXN02487,ORD02487,465332,172224.42,40569.0,14716.03,33516.78,204305.76,43.91,Pending
TXN02488,ORD02488,540065,267598.41,45198.93,24353.2,38702.9,164211.56,30.41,Paid
TXN02489,ORD02489,273366,119493.67,29486.31,7578.6,11761.75,105045.67,38.43,Pending
TXN02490,ORD02490,1462625,621408.51,204419.31,66714.21,82151.01,487931.96,33.36,Paid
TXN02491,ORD02491,1385618,504673.6,127665.92,69750.95,42449.64,641077.89,46.27,Pending
TXN02492,ORD02492,375538,176651.08,43003.29,11090.69,13659.51,131133.43,34.92,Pending
TXN02493,ORD02493,2719896,1349254.73,402059.17,128050.95,153399.37,687131.78,25.26,Pending
TXN02494,ORD02494,2776042,1152498.08,300826.17,148624.63,180282.73,993810.38,35.8,Pending
TXN02495,ORD02495,2789768,1195654.47,286555.37,58870.48,196925.5,1051762.18,37.7,Pending
TXN02496,ORD02496,1716702,785444.87,210233.77,63162.42,109375.95,548484.99,31.95,Pending
TXN02497,ORD02497,2156402,1059663.28,184912.57,84631.65,77310.49,749884.01,34.77,Pending
TXN02498,ORD02498,2087645,879890.73,277147.85,67396.97,143667.06,719542.39,34.47,Pending
TXN02499,ORD02499,2933877,1029048.26,338827.0,156256.75,127109.93,1282635.07,43.72,Pending
TXN02500,ORD02500,385563,153152.52,34352.27,17093.62,20170.04,160794.55,41.7,Paid
TXN02501,ORD02501,2540202,1109021.08,231747.89,82257.85,117697.08,999478.09,39.35,Pending
TXN02502,ORD02502,2394198,1175020.41,287378.55,104263.36,129196.89,698338.79,29.17,Pending
TXN02503,ORD02503,1870181,714409.27,250145.16,106971.54,128000.51,670654.52,35.86,Pending
TXN02504,ORD02504,2412761,1091765.61,297035.89,84922.61,166119.33,772917.57,32.03,Pending
TXN02505,ORD02505,2959920,1257951.21,258843.23,165177.07,204388.59,1073559.88,36.27,Paid
TXN02506,ORD02506,2872323,1268803.14,242621.41,159883.48,201266.81,999748.17,34.81,Pending
TXN02507,ORD02507,569497,263254.7,61820.65,14299.08,29738.24,200384.32,35.19,Paid
TXN02508,ORD02508,2969616,1068519.29,249820.48,110177.14,107065.77,1434033.31,48.29,Paid
TXN02509,ORD02509,973439,382915.55,84391.1,31360.92,34968.16,439803.27,45.18,Pending
TXN02510,ORD02510,1112752,408486.15,93690.06,50852.64,49562.8,510160.35,45.85,Pending
TXN02511,ORD02511,1696858,594547.05,164164.78,91391.36,69078.06,777676.74,45.83,Pending
TXN02512,ORD02512,844407,399871.67,95303.9,48495.12,38197.03,262539.28,31.09,Pending
TXN02513,ORD02513,2743904,1318131.72,298166.14,142033.83,136425.47,849146.84,30.95,Pending
TXN02514,ORD02514,1571037,759301.12,231539.98,86658.03,66039.37,427498.5,27.21,Paid
TXN02515,ORD02515,2333368,971288.51,312719.38,107459.96,75550.58,866349.57,37.13,Paid
TXN02516,ORD02516,981739,458466.51,117105.59,52384.52,36087.32,317695.06,32.36,Paid
TXN02517,ORD02517,1852919,818474.43,187474.92,39379.76,60192.38,747397.51,40.34,Pending
TXN02518,ORD02518,2375198,870818.69,221655.13,128014.78,153076.06,1001633.33,42.17,Pending
TXN02519,ORD02519,872603,330323.24,129862.02,48262.8,43474.24,320680.7,36.75,Paid
TXN02520,ORD02520,964973,359706.87,141905.27,23992.39,76198.78,363169.68,37.64,Pending
TXN02521,ORD02521,2457232,916948.53,336116.64,70800.22,73926.59,1059440.02,43.12,Paid
TXN02522,ORD02522,2778442,1031748.38,328951.0,114658.15,90536.08,1212548.39,43.64,Paid
TXN02523,ORD02523,1626907,802234.15,173542.26,44667.67,101771.77,504691.14,31.02,Pending
TXN02524,ORD02524,2492993,1036812.11,334767.1,53981.03,192241.13,875191.64,35.11,Paid
TXN02525,ORD02525,1901017,689145.06,257893.7,109455.71,88998.67,755523.85,39.74,Paid
TXN02526,ORD02526,2390999,1168476.64,280581.84,105071.7,144455.63,692413.19,28.96,Paid
TXN02527,ORD02527,2401223,988278.15,198838.76,135779.96,150632.3,927693.82,38.63,Paid
TXN02528,ORD02528,1731758,623206.94,221978.22,93612.53,129146.63,663813.68,38.33,Paid
TXN02529,ORD02529,1878728,683903.9,226793.39,90737.77,70077.09,807215.85,42.97,Paid
TXN02530,ORD02530,1008942,442993.71,148738.58,33791.89,31961.51,351456.3,34.83,Paid
TXN02531,ORD02531,1694550,707592.67,201666.6,63349.62,99536.68,622404.43,36.73,Paid
TXN02532,ORD02532,1890657,760772.76,167394.45,74513.77,124165.06,763810.96,40.4,Pending
TXN02533,ORD02533,2887971,1120240.54,316955.6,79873.01,195516.22,1175385.64,40.7,Pending
TXN02534,ORD02534,2497851,970624.35,329491.5,52712.23,135847.0,1009175.92,40.4,Paid
TXN02535,ORD02535,710604,343289.91,83265.62,30313.69,46787.27,206947.51,29.12,Pending
TXN02536,ORD02536,176706,87776.03,16047.28,7911.74,12421.15,52549.8,29.74,Paid
TXN02537,ORD02537,2537218,1175417.02,236136.51,145191.8,152533.71,827938.96,32.63,Paid
TXN02538,ORD02538,2737907,1057641.32,283889.15,110409.55,131337.17,1154629.81,42.17,Paid
TXN02539,ORD02539,2825956,1375898.97,378191.85,137515.03,111199.5,823150.65,29.13,Pending
TXN02540,ORD02540,2950688,1355041.4,396726.27,170696.79,96209.99,932013.55,31.59,Paid
TXN02541,ORD02541,1456137,625628.1,143203.09,52466.51,92429.84,542409.46,37.25,Pending
TXN02542,ORD02542,1351787,667352.47,143280.62,39464.79,51199.66,450489.46,33.33,Paid
TXN02543,ORD02543,2663814,1041523.3,306433.16,111368.8,175558.29,1028930.45,38.63,Pending
TXN02544,ORD02544,2442364,1139177.38,333537.79,136165.62,168320.82,665162.39,27.23,Pending
TXN02545,ORD02545,2140988,892995.98,315207.87,63349.78,66326.84,803107.54,37.51,Paid
TXN02546,ORD02546,2254877,997973.94,336230.59,133262.7,149387.24,638022.53,28.3,Pending
TXN02547,ORD02547,1647686,676404.38,229522.25,89361.87,65943.68,586453.82,35.59,Paid
TXN02548,ORD02548,1452686,692301.95,193287.29,43350.29,102612.08,421134.38,28.99,Paid
TXN02549,ORD02549,2508919,1091834.67,222626.33,57043.9,160942.49,976471.61,38.92,Pending
TXN02550,ORD02550,523999,205654.98,49677.18,14445.11,21995.51,232226.21,44.32,Pending
TXN02551,ORD02551,2231748,1006174.88,182947.26,85140.48,164713.97,792771.4,35.52,Pending
TXN02552,ORD02552,2586919,1257353.19,269747.21,81005.98,87380.97,891431.65,34.46,Pending
TXN02553,ORD02553,1447063,617554.52,124517.1,51805.79,112955.42,540230.17,37.33,Pending
TXN02554,ORD02554,1901624,910396.04,269722.53,48343.82,76926.0,596235.61,31.35,Pending
TXN02555,ORD02555,1198555,495741.27,114315.62,34766.34,76786.2,476945.57,39.79,Paid
TXN02556,ORD02556,2141580,1018475.05,243310.33,83646.01,80875.52,715273.1,33.4,Paid
TXN02557,ORD02557,2648354,1284777.28,385436.45,138435.64,158145.08,681559.54,25.74,Paid
TXN02558,ORD02558,239083,97646.04,28298.12,14122.13,11549.23,87467.48,36.58,Paid
TXN02559,ORD02559,449215,161988.82,45315.33,25521.05,29837.6,186552.21,41.53,Paid
TXN02560,ORD02560,631202,234353.6,92499.93,13553.13,19329.55,271465.78,43.01,Pending
TXN02561,ORD02561,2728253,1223834.17,294705.51,70885.52,179850.23,958977.57,35.15,Paid
TXN02562,ORD02562,244168,107390.45,22383.13,8367.7,19493.55,86533.18,35.44,Pending
TXN02563,ORD02563,475114,208277.19,66698.56,20199.45,21361.45,158577.34,33.38,Paid
TXN02564,ORD02564,1392907,615390.02,179314.53,41894.29,92691.95,463616.22,33.28,Paid
TXN02565,ORD02565,2067501,784100.73,273383.12,68389.23,131074.09,810553.83,39.2,Paid
TXN02566,ORD02566,1367159,573056.57,157718.89,71393.73,82365.38,482624.43,35.3,Pending
TXN02567,ORD02567,2201263,986465.95,327218.02,92379.91,120280.56,674918.55,30.66,Paid
TXN02568,ORD02568,1028220,389145.16,150487.02,31242.77,63937.62,393407.44,38.26,Pending
TXN02569,ORD02569,1278987,612470.03,163877.8,37228.97,89547.03,375863.17,29.39,Paid
TXN02570,ORD02570,1477944,559421.63,120444.57,43557.51,64152.47,690367.82,46.71,Paid
TXN02571,ORD02571,1229401,561238.21,174646.26,36959.58,88603.61,367953.35,29.93,Pending
TXN02572,ORD02572,2407131,915649.41,243488.74,139832.31,171548.81,936611.72,38.91,Paid
TXN02573,ORD02573,2865607,1124005.88,341681.83,78150.19,106523.82,1215245.28,42.41,Pending
TXN02574,ORD02574,1854041,693353.01,268499.26,84978.93,104283.66,702926.14,37.91,Paid
TXN02575,ORD02575,1258904,467796.38,119389.03,35201.44,52719.36,583797.8,46.37,Pending
TXN02576,ORD02576,1090170,503302.06,120131.03,50661.53,66590.02,349485.36,32.06,Paid
TXN02577,ORD02577,2791429,1366892.18,369627.22,121469.19,96029.66,837410.74,30.0,Paid
TXN02578,ORD02578,2963207,1090424.73,260714.58,119278.62,118803.75,1373985.31,46.37,Paid
TXN02579,ORD02579,1634011,696623.9,237611.86,79938.43,127053.94,492782.88,30.16,Pending
TXN02580,ORD02580,1911689,702375.45,191832.13,103917.17,129899.84,783664.41,40.99,Pending
TXN02581,ORD02581,2337584,1135420.93,240239.79,53071.14,175250.22,733601.91,31.38,Pending
TXN02582,ORD02582,2055999,896504.27,253187.84,72092.04,125941.15,708273.71,34.45,Pending
TXN02583,ORD02583,512538,203177.21,49984.46,16760.71,29476.81,213138.82,41.58,Paid
TXN02584,ORD02584,2635725,985286.09,265599.79,101789.02,82811.36,1200238.74,45.54,Pending
TXN02585,ORD02585,1165799,548433.53,140823.45,33589.58,89285.68,353666.76,30.34,Paid
TXN02586,ORD02586,743636,370396.55,104906.3,34484.15,52995.53,180853.47,24.32,Paid
TXN02587,ORD02587,2401417,1189420.58,272331.0,61876.8,74599.55,803189.07,33.45,Paid
TXN02588,ORD02588,2556566,968186.2,225653.52,103892.0,200999.6,1057834.69,41.38,Pending
TXN02589,ORD02589,1176009,415049.54,118128.28,51794.42,72127.51,518909.24,44.12,Pending
TXN02590,ORD02590,493908,210121.84,41026.85,22617.82,35776.63,184364.86,37.33,Paid
TXN02591,ORD02591,2433805,912322.77,324784.75,111921.41,131157.47,953618.6,39.18,Pending
TXN02592,ORD02592,2562131,1158553.07,274370.16,116109.63,148832.17,864265.97,33.73,Pending
TXN02593,ORD02593,1655760,624982.69,213364.34,66574.47,115700.53,635137.97,38.36,Pending
TXN02594,ORD02594,1863751,736711.25,240448.94,73210.01,72196.97,741183.83,39.77,Pending
TXN02595,ORD02595,2779695,1068442.21,380892.41,56016.01,88967.45,1185376.92,42.64,Paid
TXN02596,ORD02596,1602321,743277.38,135393.77,58023.16,85230.94,580395.76,36.22,Paid
TXN02597,ORD02597,2596455,1028024.57,362892.88,110411.8,82721.13,1012404.63,38.99,Paid
TXN02598,ORD02598,133533,51620.21,15116.23,5299.68,4605.38,56891.5,42.6,Paid
TXN02599,ORD02599,1858850,919228.5,212899.98,96262.66,108654.63,521804.24,28.07,Paid
TXN02600,ORD02600,1186978,435276.77,112692.59,41081.66,64566.69,533360.29,44.93,Paid
TXN02601,ORD02601,1904092,702053.32,245733.14,107862.39,121019.93,727423.23,38.2,Pending
TXN02602,ORD02602,894912,410460.81,84644.76,50707.58,33590.25,315508.6,35.26,Pending
TXN02603,ORD02603,1162230,564291.54,137035.97,28490.75,43995.69,388416.04,33.42,Pending
TXN02604,ORD02604,1603564,735684.04,238392.56,69771.39,49615.8,510100.21,31.81,Pending
TXN02605,ORD02605,677946,268891.85,73927.6,25389.5,23282.35,286454.71,42.25,Paid
TXN02606,ORD02606,286105,111763.7,35989.44,10613.42,18082.62,109655.82,38.33,Paid
TXN02607,ORD02607,2481832,1019354.2,265894.35,143558.07,178372.25,874653.13,35.24,Paid
TXN02608,ORD02608,1134656,506689.18,135843.12,25935.34,42843.24,423345.11,37.31,Pending
TXN02609,ORD02609,2581385,1110480.07,253054.09,111886.16,83444.76,1022519.92,39.61,Paid
TXN02610,ORD02610,1398888,548228.06,198998.45,74870.45,49573.39,527217.66,37.69,Paid
TXN02611,ORD02611,113496,41243.96,15389.25,2524.18,7910.01,46428.6,40.91,Pending
TXN02612,ORD02612,503781,193534.7,59263.29,10471.69,27116.61,213394.71,42.36,Paid
TXN02613,ORD02613,1678809,688060.79,135043.19,73729.67,83996.19,697979.17,41.58,Pending
TXN02614,ORD02614,183801,87927.02,16882.98,10863.9,11004.47,57122.63,31.08,Paid
TXN02615,ORD02615,2258808,829611.4,181047.36,101232.17,178268.28,968648.8,42.88,Paid
TXN02616,ORD02616,788113,369562.58,102026.19,37603.79,52016.55,226903.89,28.79,Pending
TXN02617,ORD02617,1929817,908961.15,260854.58,64092.04,77052.95,618856.29,32.07,Pending
TXN02618,ORD02618,495103,202337.75,52595.54,27033.44,22006.69,191129.58,38.6,Pending
TXN02619,ORD02619,151065,74579.74,18407.04,4874.13,9945.64,43258.45,28.64,Pending
TXN02620,ORD02620,762833,282081.99,106063.04,38186.56,27490.15,309011.25,40.51,Paid
TXN02621,ORD02621,1039864,439530.34,99705.0,26182.16,35813.22,438633.29,42.18,Paid
TXN02622,ORD02622,2468400,1145333.83,204612.64,66328.47,173194.44,878930.62,35.61,Paid
TXN02623,ORD02623,2312930,820503.45,208715.91,122705.75,93208.78,1067796.1,46.17,Paid
TXN02624,ORD02624,756863,331237.57,62214.07,33867.8,52214.31,277329.24,36.64,Pending
TXN02625,ORD02625,2818968,1337293.48,374487.23,58204.58,198485.41,850497.31,30.17,Paid
TXN02626,ORD02626,2028247,871016.4,268767.73,85041.61,158856.18,644565.06,31.78,Pending
TXN02627,ORD02627,2285696,1011228.09,283395.65,67137.45,88200.24,835734.57,36.56,Pending
TXN02628,ORD02628,471998,183438.3,65432.99,20376.48,36078.89,166671.34,35.31,Pending
TXN02629,ORD02629,220936,93805.81,25489.12,10282.82,10923.56,80434.69,36.41,Pending
TXN02630,ORD02630,1479823,601802.38,205049.16,53412.37,95471.77,524087.32,35.42,Pending
TXN02631,ORD02631,1506386,649159.44,175970.55,80158.32,104257.01,496840.68,32.98,Paid
TXN02632,ORD02632,2072276,1018314.88,171304.13,65472.56,133363.59,683820.84,33.0,Pending
TXN02633,ORD02633,2146455,831482.41,264022.8,71021.93,122409.95,857517.92,39.95,Pending
TXN02634,ORD02634,1278388,453163.95,165320.33,31878.59,46095.23,581929.9,45.52,Pending
TXN02635,ORD02635,741832,323383.61,63821.45,34217.78,30499.15,289910.0,39.08,Pending
TXN02636,ORD02636,478705,185253.18,53003.51,18281.5,36794.81,185372.01,38.72,Paid
TXN02637,ORD02637,1871620,810874.82,220664.97,105197.47,61727.28,673155.46,35.97,Pending
TXN02638,ORD02638,2640618,960589.22,359472.32,114369.95,173869.62,1032316.87,39.09,Pending
TXN02639,ORD02639,135950,64679.63,17391.92,7902.74,4205.92,41769.79,30.72,Pending
TXN02640,ORD02640,1268544,519260.69,177491.03,74681.69,49382.31,447728.27,35.29,Paid
TXN02641,ORD02641,2958787,1382450.81,316106.21,92061.47,132125.63,1036042.87,35.02,Pending
TXN02642,ORD02642,704432,344702.57,66721.32,18575.09,25386.27,249046.75,35.35,Paid
TXN02643,ORD02643,2748634,1228962.54,281375.84,160630.95,216204.65,861460.03,31.34,Pending
TXN02644,ORD02644,2061492,943705.35,205881.81,102839.34,66006.43,743059.07,36.04,Paid
TXN02645,ORD02645,684849,320718.3,82023.43,29475.52,26548.85,226082.9,33.01,Pending
TXN02646,ORD02646,560711,224575.45,84040.28,15327.12,31794.72,204973.43,36.56,Pending
TXN02647,ORD02647,191419,70324.72,26075.18,9098.26,14354.09,71566.74,37.39,Pending
TXN02648,ORD02648,521477,189209.53,68026.83,12859.31,34661.88,216719.46,41.56,Paid
TXN02649,ORD02649,1271084,508861.5,141069.21,65373.67,86550.66,469228.96,36.92,Pending
TXN02650,ORD02650,693468,319274.92,90643.93,38904.64,38179.07,206465.44,29.77,Pending
TXN02651,ORD02651,1141705,423252.88,97154.58,51041.97,74582.54,495673.03,43.42,Pending
TXN02652,ORD02652,2446994,1032550.4,364716.53,105158.19,87181.23,857387.65,35.04,Pending
TXN02653,ORD02653,1314727,500882.67,122840.47,61902.26,66567.77,562533.83,42.79,Paid
TXN02654,ORD02654,2700028,1095925.66,313990.58,149250.36,122106.44,1018754.96,37.73,Pending
